qid,prediction,gt_label,final_prediction
1658,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
1659,"[""['False']"", ""['False']"", ""['False']""]",False,False
1671,"[""['False']"", ""['False']"", ""['False']""]",False,False
169,"[""['False']"", ""['False']"", ""['False']""]",False,False
1694,"[""['False']"", ""['False']"", ""['False']""]",False,False
1721,"[""['False']"", ""['False']"", ""['False']""]",False,False
1735,"[""['False']"", ""['False']"", ""['False']""]",False,False
1736,"[""['False']"", ""['False']"", ""['False']""]",False,False
1745,"[""['False']"", ""['False']"", ""['False']""]",False,False
175,"[""['False']"", ""['False']"", ""['False']""]",False,False
1782,"[""['False']"", ""['False']"", ""['False']""]",False,False
1785,"[""['False']"", ""['False']"", ""['False']""]",False,False
18,"[""['True']"", ""['True']"", ""['True']""]",True,False
180,"[""['True']"", ""['True']"", ""['Abstain']""]",False,Abstain
182,"[""['False']"", ""['False']"", ""['False']""]",False,False
1825,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
1849,"[""['False']"", ""['False']"", ""['False']""]",False,False
1853,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
1857,"[""['False']"", ""['False']"", ""['False']""]",False,False
1859,"[""['False']"", ""['False']"", ""['False']""]",False,False
186,"[""['Abstain']"", ""['True']"", ""['True']""]",False,Abstain
1866,"[""['False']"", ""['False']"", ""['False']""]",False,False
187,"[""['False']"", ""['False']"", ""['False']""]",False,False
1877,"[""['False']"", ""['False']"", ""['False']""]",False,False
188,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
1885,"[""['False']"", ""['False']"", ""['False']""]",False,False
1887,"[""['False']"", ""['False']"", ""['False']""]",False,False
1891,"[""['False']"", ""['False']"", ""['False']""]",False,False
1899,"[""['False']"", ""['False']"", ""['False']""]",False,False
1913,"[""['Abstain']"", ""['Abstain']"", ""['False']""]",False,Abstain
192,"[""['False']"", ""['False']"", ""['False']""]",False,False
1938,"[""['False']"", ""['False']"", ""['False']""]",False,False
1947,"[""['False']"", ""['False']"", ""['False']""]",False,False
1958,"[""['False']"", ""['False']"", ""['False']""]",False,False
1963,"[""['False']"", ""['False']"", ""['False']""]",False,False
1967,"[""['False']"", ""['False']"", ""['False']""]",False,False
198,"[""['False']"", ""['False']"", ""['False']""]",False,False
2001,"[""['False']"", ""['False']"", ""['False']""]",False,False
2023,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
2028,"[""['Abstain']"", ""['Abstain']"", ""['False']""]",False,Abstain
2031,"[""['False']"", ""['False']"", ""['False']""]",False,False
2040,"[""['False']"", ""['False']"", ""['False']""]",False,False
2062,"[""['False']"", ""['False']"", ""['False']""]",False,False
2070,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
2071,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
2078,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
2091,"[""['False']"", ""['False']"", ""['False']""]",False,False
21,"[""['True']"", ""['True']"", ""['True']""]",True,False
2126,"[""['False']"", ""['False']"", ""['False']""]",False,False
2130,"[""['False']"", ""['False']"", ""['False']""]",False,False
2139,"[""['True']"", ""['True']"", ""['True']""]",False,False
214,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
2166,"[""['False']"", ""['False']"", ""['False']""]",False,False
2178,"[""['False']"", ""['False']"", ""['False']""]",False,False
218,"[""['True']"", ""['False']"", ""['Abstain']""]",False,Abstain
2191,"[""['False']"", ""['False']"", ""['False']""]",False,False
2196,"[""['False']"", ""['False']"", ""['False']""]",False,False
2205,"[""['True']"", ""['False']"", ""['True']""]",False,Abstain
222,"[""['False']"", ""['False']"", ""['False']""]",False,False
2233,"[""['False']"", ""['False']"", ""['False']""]",False,False
2236,"[""['False']"", ""['False']"", ""['False']""]",False,False
2249,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
226,"[""['False']"", ""['False']"", ""['False']""]",False,False
229,"[""['False']"", ""['False']"", ""['False']""]",False,False
231,"[""['False']"", ""['False']"", ""['False']""]",False,False
232,"[""['False']"", ""['False']"", ""['False']""]",False,False
2320,"[""['False']"", ""['False']"", ""['False']""]",False,False
2330,"[""['False']"", ""['False']"", ""['False']""]",False,False
2331,"[""['False']"", ""['False']"", ""['False']""]",False,False
2352,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
2377,"[""['False']"", ""['False']"", ""['False']""]",False,False
2385,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
2389,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
2397,"[""['False']"", ""['False']"", ""['False']""]",False,False
2406,"[""['False']"", ""['False']"", ""['False']""]",False,False
241,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
2411,"[""['False']"", ""['False']"", ""['False']""]",False,False
242,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
2434,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
2437,"[""['False']"", ""['False']"", ""['False']""]",False,False
2449,"[""['False']"", ""['False']"", ""['False']""]",False,False
246,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
2479,"[""['False']"", ""['False']"", ""['False']""]",False,False
2506,"[""['False']"", ""['False']"", ""['False']""]",False,False
251,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
2510,"[""['False']"", ""['False']"", ""['False']""]",False,False
2518,"[""['False']"", ""['False']"", ""['False']""]",False,False
2542,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
2556,"[""['False']"", ""['False']"", ""['False']""]",False,False
256,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
2561,"[""['False']"", ""['False']"", ""['False']""]",False,False
2569,"[""['False']"", ""['False']"", ""['False']""]",False,False
258,"[""['True']"", ""['True']"", ""['True']""]",False,False
2589,"[""['False']"", ""['False']"", ""['False']""]",False,False
2602,"[""['False']"", ""['False']"", ""['False']""]",False,False
2624,"[""['False']"", ""['False']"", ""['False']""]",False,False
263,"[""['True']"", ""['True']"", ""['True']""]",False,False
2636,"[""['False']"", ""['False']"", ""['False']""]",False,False
266,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
2662,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
267,"[""['False']"", ""['False']"", ""['False']""]",False,False
268,"[""['False']"", ""['False']"", ""['False']""]",False,False
2681,"[""['False']"", ""['False']"", ""['False']""]",False,False
2682,"[""['True']"", ""['True']"", ""['True']""]",False,False
2685,"[""['True']"", ""['False']"", ""['True']""]",False,Abstain
2693,"[""['False']"", ""['False']"", ""['False']""]",False,False
2694,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
2697,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
2700,"[""['False']"", ""['False']"", ""['False']""]",False,False
2711,"[""['False']"", ""['False']"", ""['False']""]",False,False
2735,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
275,"[""['False']"", ""['False']"", ""['False']""]",False,False
2751,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
2781,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
2789,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
28,"[""['True']"", ""['True']"", ""['True']""]",True,False
2802,"[""['False']"", ""['False']"", ""['False']""]",False,False
2804,"[""['True']"", ""['True']"", ""['True']""]",True,False
2811,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
2819,"[""['True']"", ""['True']"", ""['True']""]",True,False
282,"[""['True']"", ""['True']"", ""['True']""]",True,False
2821,"[""['False']"", ""['Abstain']"", ""['True']""]",True,Abstain
2822,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
2829,"[""['True']"", ""['True']"", ""['True']""]",True,False
2832,"[""['True']"", ""['True']"", ""['True']""]",True,False
2844,"[""['True']"", ""['True']"", ""['True']""]",True,False
2845,"[""['True']"", ""['True']"", ""['True']""]",True,False
2855,"[""['True']"", ""['True']"", ""['True']""]",True,False
286,"[""['True']"", ""['True']"", ""['True']""]",True,False
2878,"[""['True']"", ""['True']"", ""['True']""]",True,False
288,"[""['True']"", ""['True']"", ""['True']""]",True,False
2884,"[""['True']"", ""['True']"", ""['True']""]",True,False
2889,"[""['True']"", ""['True']"", ""['True']""]",True,False
2890,"[""['True']"", ""['True']"", ""['True']""]",True,False
2891,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
2894,"[""['False']"", ""['False']"", ""['False']""]",True,False
290,"[""['True']"", ""['True']"", ""['True']""]",True,False
2900,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
2906,"[""['True']"", ""['True']"", ""['True']""]",True,False
2909,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
2917,"[""['True']"", ""['True']"", ""['True']""]",True,False
2921,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
293,"[""['True']"", ""['True']"", ""['True']""]",True,False
2930,"[""['True']"", ""['Abstain']"", ""['Abstain']""]",True,Abstain
2932,"[""['Abstain']"", ""['Abstain']"", ""['True']""]",True,Abstain
294,"[""['True']"", ""['True']"", ""['True']""]",True,False
2954,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
2957,"[""['True']"", ""['True']"", ""['True']""]",True,False
296,"[""['True']"", ""['True']"", ""['True']""]",True,False
2960,"[""['True']"", ""['Abstain']"", ""['False']""]",True,Abstain
297,"[""['True']"", ""['True']"", ""['True']""]",True,False
2981,"[""['True']"", ""['True']"", ""['True']""]",True,False
299,"[""['True']"", ""['True']"", ""['True']""]",True,False
3008,"[""['False']"", ""['False']"", ""['False']""]",True,False
3009,"[""['Abstain']"", ""['False']"", ""['False']""]",True,Abstain
3018,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
3031,"[""['True']"", ""['True']"", ""['True']""]",True,False
3032,"[""['True']"", ""['True']"", ""['True']""]",True,False
3043,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
305,"[""['True']"", ""['True']"", ""['True']""]",True,False
3053,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
3057,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
3086,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
3087,"[""['True']"", ""['True']"", ""['True']""]",True,False
31,"[""['True']"", ""['True']"", ""['True']""]",True,False
3109,"[""['True']"", ""['True']"", ""['True']""]",True,False
311,"[""['True']"", ""['True']"", ""['True']""]",True,False
3118,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",True,Abstain
3128,"[""['True']"", ""['True']"", ""['True']""]",True,False
3129,"[""['True']"", ""['True']"", ""['True']""]",True,False
313,"[""['True']"", ""['True']"", ""['True']""]",True,False
3137,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3145,"[""['True']"", ""['True']"", ""['True']""]",True,False
3147,"[""['False']"", ""['False']"", ""['False']""]",True,False
3164,"[""['False']"", ""['False']"", ""['False']""]",True,False
3167,"[""['True']"", ""['True']"", ""['True']""]",True,False
3169,"[""['False']"", ""['True']"", ""['Abstain']""]",True,Abstain
3171,"[""['True']"", ""['True']"", ""['True']""]",True,False
3173,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
3187,"[""['True']"", ""['True']"", ""['True']""]",True,False
3195,"[""['True']"", ""['True']"", ""['True']""]",True,False
3198,"[""['True']"", ""['True']"", ""['True']""]",True,False
320,"[""['True']"", ""['True']"", ""['True']""]",True,False
3219,"[""['Abstain']"", ""['Abstain']"", ""['True']""]",True,Abstain
3226,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
3227,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
3238,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3252,"[""['True']"", ""['True']"", ""['True']""]",True,False
3255,"[""['Abstain']"", ""['True']"", ""['True']""]",True,Abstain
326,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
3266,"[""['False']"", ""['Abstain']"", ""['Abstain']""]",True,Abstain
328,"[""['False']"", ""['False']"", ""['False']""]",False,False
3289,"[""['True']"", ""['Abstain']"", ""['Abstain']""]",True,Abstain
329,"[""['False']"", ""['False']"", ""['False']""]",False,False
3292,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3295,"[""['True']"", ""['True']"", ""['True']""]",True,False
33,"[""['True']"", ""['True']"", ""['True']""]",True,False
330,"[""['False']"", ""['False']"", ""['False']""]",False,False
3300,"[""['False']"", ""['False']"", ""['Abstain']""]",True,Abstain
3303,"[""['True']"", ""['True']"", ""['True']""]",True,False
3312,"[""['True']"", ""['True']"", ""['True']""]",True,False
3322,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3341,"[""['True']"", ""['True']"", ""['True']""]",True,False
3342,"[""['True']"", ""['Abstain']"", ""['True']""]",True,Abstain
3348,"[""['True']"", ""['True']"", ""['Abstain']""]",True,Abstain
3350,"[""['Abstain']"", ""['False']"", ""['True']""]",True,Abstain
3352,"[""['False']"", ""['False']"", ""['False']""]",True,False
3355,"[""['True']"", ""['True']"", ""['True']""]",True,False
3391,"[""['True']"", ""['True']"", ""['True']""]",True,False
3396,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3402,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3403,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3413,"[""['True']"", ""['True']"", ""['True']""]",True,False
3419,"[""['Abstain']"", ""['False']"", ""['False']""]",True,Abstain
3425,"[""['True']"", ""['True']"", ""['True']""]",True,False
3444,"[""['Abstain']"", ""['Abstain']"", ""['True']""]",True,Abstain
3450,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
3484,"[""['True']"", ""['True']"", ""['True']""]",True,False
3492,"[""['True']"", ""['True']"", ""['True']""]",True,False
3498,"[""['Abstain']"", ""['True']"", ""['True']""]",True,Abstain
350,"[""['False']"", ""['False']"", ""['False']""]",False,False
3506,"[""['True']"", ""['True']"", ""['True']""]",True,False
3511,"[""['True']"", ""['True']"", ""['True']""]",True,False
3522,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
3536,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
3542,"[""['False']"", ""['False']"", ""['False']""]",True,False
3546,"[""['True']"", ""['True']"", ""['Abstain']""]",True,Abstain
3548,"[""['False']"", ""['False']"", ""['False']""]",True,False
3557,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
3559,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
3569,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
3570,"[""['False']"", ""['False']"", ""['False']""]",False,False
359,"[""['False']"", ""['False']"", ""['False']""]",False,False
36,"[""['True']"", ""['True']"", ""['True']""]",True,False
3618,"[""['False']"", ""['False']"", ""['False']""]",False,False
3619,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
3627,"[""['False']"", ""['False']"", ""['False']""]",False,False
3635,"[""['False']"", ""['False']"", ""['False']""]",False,False
3658,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
366,"[""['False']"", ""['False']"", ""['False']""]",False,False
3671,"[""['False']"", ""['False']"", ""['False']""]",False,False
3672,"[""['False']"", ""['False']"", ""['False']""]",False,False
3673,"[""['False']"", ""['False']"", ""['False']""]",False,False
3674,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
3677,"[""['False']"", ""['False']"", ""['False']""]",False,False
368,"[""['False']"", ""['False']"", ""['False']""]",False,False
3688,"[""['False']"", ""['False']"", ""['False']""]",False,False
3701,"[""['False']"", ""['False']"", ""['False']""]",False,False
3730,"[""['False']"", ""['False']"", ""['False']""]",False,False
3732,"[""['False']"", ""['False']"", ""['False']""]",False,False
3733,"[""['False']"", ""['False']"", ""['False']""]",False,False
3737,"[""['Abstain']"", ""['Abstain']"", ""['False']""]",False,Abstain
3740,"[""['False']"", ""['False']"", ""['False']""]",False,False
3748,"[""['False']"", ""['True']"", ""['True']""]",False,Abstain
3761,"[""['False']"", ""['False']"", ""['False']""]",False,False
3762,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
3764,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
3770,"[""['False']"", ""['False']"", ""['False']""]",False,False
3776,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
3778,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
3781,"[""['False']"", ""['Abstain']"", ""['Abstain']""]",False,Abstain
3782,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
3788,"[""['False']"", ""['False']"", ""['False']""]",False,False
3793,"[""['False']"", ""['False']"", ""['False']""]",False,False
3795,"[""['True']"", ""['True']"", ""['True']""]",False,False
380,"[""['False']"", ""['False']"", ""['False']""]",False,False
3804,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
3811,"[""['False']"", ""['False']"", ""['False']""]",False,False
3825,"[""['False']"", ""['False']"", ""['False']""]",False,False
3828,"[""['False']"", ""['True']"", ""['True']""]",False,Abstain
3864,"[""['False']"", ""['False']"", ""['False']""]",False,False
3868,"[""['True']"", ""['True']"", ""['True']""]",False,False
387,"[""['True']"", ""['True']"", ""['True']""]",False,False
3878,"[""['False']"", ""['False']"", ""['False']""]",False,False
3880,"[""['False']"", ""['False']"", ""['False']""]",False,False
3882,"[""['False']"", ""['False']"", ""['False']""]",False,False
3896,"[""['False']"", ""['False']"", ""['False']""]",False,False
3897,"[""['False']"", ""['False']"", ""['False']""]",False,False
39,"[""['True']"", ""['True']"", ""['True']""]",True,False
3908,"[""['False']"", ""['False']"", ""['False']""]",False,False
391,"[""['True']"", ""['True']"", ""['True']""]",False,False
3916,"[""['True']"", ""['True']"", ""['Abstain']""]",False,Abstain
3920,"[""['False']"", ""['False']"", ""['False']""]",False,False
3926,"[""['False']"", ""['False']"", ""['False']""]",False,False
3938,"[""['Abstain']"", ""['Abstain']"", ""['False']""]",False,Abstain
3943,"[""['False']"", ""['False']"", ""['False']""]",False,False
3950,"[""['True']"", ""['True']"", ""['True']""]",False,False
3954,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
3958,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
397,"[""['False']"", ""['False']"", ""['False']""]",False,False
3970,"[""['False']"", ""['False']"", ""['False']""]",False,False
3972,"[""['False']"", ""['False']"", ""['False']""]",False,False
3974,"[""['False']"", ""['False']"", ""['False']""]",False,False
3976,"[""['False']"", ""['False']"", ""['False']""]",False,False
3979,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
3992,"[""['False']"", ""['Abstain']"", ""['Abstain']""]",False,Abstain
400,"[""['False']"", ""['False']"", ""['False']""]",False,False
4025,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
4040,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
4043,"[""['False']"", ""['False']"", ""['False']""]",False,False
4054,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
4057,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
406,"[""['False']"", ""['False']"", ""['False']""]",False,False
4062,"[""['True']"", ""['False']"", ""['Abstain']""]",False,Abstain
4086,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
4092,"[""['False']"", ""['False']"", ""['False']""]",False,False
4099,"[""['False']"", ""['False']"", ""['False']""]",False,False
4106,"[""['False']"", ""['False']"", ""['False']""]",False,False
4107,"[""['False']"", ""['False']"", ""['False']""]",False,False
4113,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
4130,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
4143,"[""['False']"", ""['False']"", ""['False']""]",False,False
415,"[""['False']"", ""['False']"", ""['False']""]",False,False
4153,"[""['False']"", ""['False']"", ""['False']""]",False,False
4173,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
4174,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
4179,"[""['False']"", ""['False']"", ""['False']""]",False,False
4199,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
4204,"[""['True']"", ""['True']"", ""['True']""]",True,False
421,"[""['False']"", ""['False']"", ""['False']""]",False,False
4223,"[""['True']"", ""['True']"", ""['True']""]",True,False
4225,"[""['True']"", ""['True']"", ""['True']""]",True,False
4227,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
4239,"[""['True']"", ""['True']"", ""['True']""]",True,False
4268,"[""['True']"", ""['True']"", ""['True']""]",True,False
4276,"[""['True']"", ""['True']"", ""['True']""]",True,False
4306,"[""['True']"", ""['True']"", ""['True']""]",True,False
4310,"[""['True']"", ""['True']"", ""['True']""]",True,False
4349,"[""['True']"", ""['True']"", ""['True']""]",True,False
4350,"[""['True']"", ""['True']"", ""['True']""]",True,False
437,"[""['True']"", ""['True']"", ""['True']""]",False,False
4381,"[""['True']"", ""['True']"", ""['True']""]",True,False
4385,"[""['True']"", ""['True']"", ""['True']""]",True,False
4402,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
4406,"[""['True']"", ""['True']"", ""['True']""]",True,False
4411,"[""['True']"", ""['True']"", ""['True']""]",True,False
4435,"[""['True']"", ""['True']"", ""['True']""]",True,False
4437,"[""['True']"", ""['True']"", ""['True']""]",True,False
4470,"[""['True']"", ""['True']"", ""['True']""]",True,False
4472,"[""['True']"", ""['True']"", ""['True']""]",True,False
4482,"[""['True']"", ""['True']"", ""['True']""]",True,False
4498,"[""['True']"", ""['True']"", ""['True']""]",True,False
4499,"[""['True']"", ""['True']"", ""['True']""]",True,False
4518,"[""['True']"", ""['True']"", ""['True']""]",True,False
452,"[""['True']"", ""['True']"", ""['True']""]",False,False
4526,"[""['True']"", ""['True']"", ""['True']""]",True,False
453,"[""['True']"", ""['True']"", ""['True']""]",False,False
4534,"[""['True']"", ""['True']"", ""['True']""]",True,False
4538,"[""['Abstain']"", ""['Abstain']"", ""['True']""]",True,Abstain
4544,"[""['True']"", ""['True']"", ""['True']""]",True,False
4548,"[""['True']"", ""['True']"", ""['True']""]",True,False
4552,"[""['True']"", ""['True']"", ""['True']""]",True,False
4556,"[""['True']"", ""['True']"", ""['True']""]",True,False
4559,"[""['True']"", ""['True']"", ""['True']""]",True,False
4560,"[""['True']"", ""['True']"", ""['True']""]",True,False
457,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
458,"[""['False']"", ""['True']"", ""['True']""]",False,Abstain
4581,"[""['True']"", ""['True']"", ""['True']""]",True,False
