qid,predictions,gt_label
7590,"['Abstain', 'Abstain', 'Abstain']",True
266,"['Abstain', 'Abstain', 'Abstain']",False
36,"['True', 'True', 'True']",True
7672,"['Abstain', 'Abstain', 'Abstain']",True
6941,"['Abstain', 'Abstain', 'Abstain']",False
305,"['True', 'True', 'True']",True
7611,"['Abstain', 'Abstain', 'Abstain']",True
39,"['True', 'True', 'True']",True
296,"['True', 'True', 'True']",True
71,"['True', 'True', 'True']",True
7603,"['Abstain', 'Abstain', 'Abstain']",True
6928,"['Abstain', 'Abstain', 'Abstain']",False
282,"['True', 'True', 'True']",True
6711,"['True', 'True', 'Abstain']",True
7170,"['Abstain', 'Abstain', 'Abstain']",False
7161,"['True', 'True', 'True']",True
7047,"['False', 'Abstain', 'Abstain']",False
7664,"['Abstain', 'Abstain', 'Abstain']",True
7574,"['True', 'True', 'True']",True
7711,"['Abstain', 'Abstain', 'Abstain']",True
7175,"['True', 'True', 'True']",False
359,"['Abstain', 'Abstain', 'Abstain']",False
89,"['True', 'True', 'True']",True
241,"['Abstain', 'Abstain', 'Abstain']",False
6997,"['Abstain', 'Abstain', 'Abstain']",True
186,"['Abstain', 'Abstain', 'Abstain']",False
286,"['True', 'True', 'True']",True
263,"['True', 'True', 'True']",False
6,"['True', 'True', 'True']",True
6943,"['Abstain', 'Abstain', 'Abstain']",False
293,"['True', 'Abstain', 'True']",True
6846,"['Abstain', 'Abstain', 'Abstain']",False
218,"['Abstain', 'Abstain', 'Abstain']",False
6937,"['Abstain', 'Abstain', 'Abstain']",False
127,"['True', 'True', 'True']",True
31,"['True', 'True', 'True']",True
6638,"['True', 'True', 'True']",True
121,"['True', 'True', 'True']",True
7001,"['Abstain', 'Abstain', 'Abstain']",True
251,"['Abstain', 'Abstain', 'Abstain']",False
7598,"['Abstain', 'Abstain', 'Abstain']",True
7772,"['True', 'True', 'True']",True
68,"['True', 'True', 'True']",True
311,"['True', 'True', 'True']",True
7617,"['Abstain', 'Abstain', 'Abstain']",True
7684,"['Abstain', 'Abstain', 'Abstain']",True
192,"['Abstain', 'Abstain', 'Abstain']",False
232,"['Abstain', 'Abstain', 'Abstain']",False
6688,"['True', 'True', 'True']",True
6637,"['True', 'True', 'True']",True
7525,"['False', 'False', 'False']",False
113,"['True', 'True', 'True']",True
7457,"['False', 'False', 'False']",False
14,"['True', 'True', 'True']",True
7462,"['False', 'False', 'False']",False
7151,"['True', 'True', 'True']",False
7565,"['Abstain', 'Abstain', 'Abstain']",True
6649,"['Abstain', 'Abstain', 'Abstain']",True
7459,"['False', 'False', 'False']",False
313,"['Abstain', 'Abstain', 'True']",True
7023,"['False', 'False', 'Abstain']",False
7796,"['True', 'True', 'Abstain']",True
6736,"['True', 'True', 'True']",True
53,"['True', 'True', 'True']",True
165,"['False', 'Abstain', 'Abstain']",False
83,"['True', 'True', 'True']",True
7571,"['Abstain', 'Abstain', 'Abstain']",True
7788,"['Abstain', 'Abstain', 'True']",True
368,"['Abstain', 'Abstain', 'Abstain']",False
33,"['True', 'True', 'True']",True
7615,"['Abstain', 'Abstain', 'Abstain']",True
6942,"['Abstain', 'Abstain', 'Abstain']",False
7065,"['Abstain', 'Abstain', 'Abstain']",False
6964,"['True', 'Abstain', 'Abstain']",True
7741,"['False', 'False', 'Abstain']",False
7552,"['Abstain', 'Abstain', 'Abstain']",True
6926,"['Abstain', 'Abstain', 'Abstain']",False
6995,"['True', 'True', 'True']",True
329,"['Abstain', 'False', 'Abstain']",False
6778,"['Abstain', 'Abstain', 'Abstain']",True
7797,"['True', 'True', 'True']",True
7435,"['False', 'False', 'False']",False
7681,"['Abstain', 'Abstain', 'Abstain']",True
122,"['True', 'True', 'True']",True
6884,"['Abstain', 'Abstain', 'Abstain']",False
6872,"['Abstain', 'Abstain', 'Abstain']",False
328,"['Abstain', 'False', 'Abstain']",False
7548,"['Abstain', 'Abstain', 'Abstain']",True
226,"['Abstain', 'Abstain', 'Abstain']",False
6701,"['True', 'True', 'True']",True
246,"['Abstain', 'Abstain', 'Abstain']",False
175,"['Abstain', 'Abstain', 'Abstain']",False
330,"['Abstain', 'Abstain', 'Abstain']",False
7489,"['False', 'False', 'False']",False
7782,"['Abstain', 'Abstain', 'Abstain']",True
7449,"['False', 'False', 'False']",False
6713,"['Abstain', 'False', 'True']",True
7025,"['Abstain', 'Abstain', 'False']",False
229,"['Abstain', 'Abstain', 'Abstain']",False
7764,"['False', 'False', 'False']",False
7061,"['Abstain', 'Abstain', 'Abstain']",False
6687,"['True', 'True', 'True']",True
6925,"['Abstain', 'Abstain', 'Abstain']",False
7717,"['Abstain', 'Abstain', 'Abstain']",True
7043,"['Abstain', 'Abstain', 'Abstain']",False
7698,"['Abstain', 'Abstain', 'Abstain']",True
288,"['True', 'True', 'True']",True
214,"['Abstain', 'Abstain', 'Abstain']",False
326,"['Abstain', 'Abstain', 'False']",False
198,"['Abstain', 'Abstain', 'Abstain']",False
6797,"['Abstain', 'Abstain', 'Abstain']",False
6723,"['True', 'True', 'True']",True
7745,"['False', 'False', 'False']",False
7720,"['Abstain', 'Abstain', 'Abstain']",True
7452,"['False', 'False', 'False']",False
169,"['Abstain', 'Abstain', 'Abstain']",False
7162,"['True', 'True', 'True']",True
7056,"['Abstain', 'Abstain', 'Abstain']",False
7779,"['True', 'True', 'True']",True
6772,"['Abstain', 'Abstain', 'Abstain']",True
7431,"['False', 'False', 'False']",False
7450,"['False', 'False', 'False']",False
107,"['True', 'True', 'True']",True
7780,"['Abstain', 'True', 'True']",True
6814,"['Abstain', 'Abstain', 'Abstain']",False
7661,"['Abstain', 'Abstain', 'Abstain']",True
57,"['True', 'True', 'True']",True
6822,"['True', 'True', 'True']",False
7512,"['False', 'False', 'False']",False
7487,"['False', 'False', 'False']",False
7499,"['False', 'False', 'False']",False
6976,"['Abstain', 'Abstain', 'True']",True
18,"['True', 'True', 'True']",True
6878,"['Abstain', 'Abstain', 'Abstain']",False
7410,"['False', 'False', 'False']",False
6909,"['Abstain', 'Abstain', 'Abstain']",False
7803,"['Abstain', 'Abstain', 'Abstain']",True
297,"['True', 'True', 'True']",True
290,"['True', 'True', 'True']",True
7668,"['Abstain', 'Abstain', 'Abstain']",True
6777,"['Abstain', 'Abstain', 'Abstain']",True
6831,"['Abstain', 'Abstain', 'Abstain']",False
231,"['Abstain', 'Abstain', 'Abstain']",False
182,"['Abstain', 'Abstain', 'Abstain']",False
180,"['Abstain', 'Abstain', 'Abstain']",False
7495,"['False', 'False', 'False']",False
6725,"['True', 'Abstain', 'False']",True
294,"['True', 'True', 'True']",True
258,"['True', 'Abstain', 'True']",False
6900,"['Abstain', 'Abstain', 'Abstain']",False
6743,"['True', 'True', 'True']",True
6859,"['Abstain', 'Abstain', 'Abstain']",False
8948,"['Abstain', 'True', 'True']",True
222,"['Abstain', 'Abstain', 'Abstain']",False
115,"['True', 'True', 'True']",True
7463,"['False', 'False', 'False']",False
366,"['Abstain', 'Abstain', 'Abstain']",False
54,"['True', 'True', 'True']",True
7445,"['False', 'False', 'False']",False
6758,"['True', 'True', 'True']",True
6699,"['True', 'True', 'True']",True
350,"['Abstain', 'Abstain', 'Abstain']",False
6987,"['Abstain', 'True', 'True']",True
6927,"['Abstain', 'Abstain', 'Abstain']",False
6931,"['Abstain', 'Abstain', 'Abstain']",False
7460,"['False', 'False', 'False']",False
6766,"['True', 'True', 'True']",True
6981,"['Abstain', 'True', 'Abstain']",True
7053,"['False', 'False', 'False']",False
7751,"['True', 'False', 'True']",False
105,"['True', 'True', 'True']",True
154,"['Abstain', 'Abstain', 'Abstain']",False
6907,"['Abstain', 'Abstain', 'Abstain']",False
6703,"['True', 'True', 'True']",True
88,"['True', 'True', 'True']",True
7564,"['True', 'True', 'True']",True
6737,"['True', 'True', 'True']",True
6630,"['True', 'True', 'True']",True
7726,"['False', 'False', 'False']",False
147,"['Abstain', 'Abstain', 'Abstain']",False
275,"['Abstain', 'Abstain', 'Abstain']",False
6681,"['True', 'True', 'True']",True
6849,"['Abstain', 'Abstain', 'Abstain']",False
7556,"['Abstain', 'Abstain', 'Abstain']",True
256,"['Abstain', 'Abstain', 'True']",False
7434,"['False', 'False', 'False']",False
188,"['Abstain', 'Abstain', 'Abstain']",False
7507,"['False', 'False', 'False']",False
7534,"['False', 'False', 'False']",False
6767,"['True', 'True', 'True']",True
6986,"['True', 'Abstain', 'Abstain']",True
5332,"['True', 'True', 'True']",True
7835,"['True', 'Abstain', 'True']",False
2437,"['False', 'False', 'False']",False
5353,"['Abstain', 'Abstain', 'True']",True
8083,"['True', 'True', 'True']",False
2389,"['False', 'False', 'False']",False
2479,"['False', 'False', 'False']",False
1857,"['Abstain', 'Abstain', 'False']",False
1431,"['Abstain', 'False', 'Abstain']",False
1238,"['False', 'False', 'False']",False
5326,"['True', 'True', 'True']",True
6431,"['True', 'True', 'True']",True
1947,"['False', 'False', 'False']",False
6094,"['True', 'False', 'False']",True
1339,"['False', 'False', 'False']",False
2518,"['False', 'False', 'False']",False
2130,"['False', 'Abstain', 'False']",False
5763,"['True', 'Abstain', 'True']",True
5516,"['True', 'True', 'True']",True
1317,"['False', 'False', 'Abstain']",False
2397,"['Abstain', 'False', 'False']",False
7255,"['False', 'False', 'False']",False
5203,"['True', 'True', 'True']",True
1745,"['False', 'False', 'False']",False
1194,"['False', 'False', 'False']",False
1208,"['False', 'False', 'False']",False
6272,"['True', 'True', 'True']",True
1304,"['False', 'False', 'False']",False
5561,"['True', 'True', 'True']",True
1272,"['False', 'False', 'False']",False
2236,"['Abstain', 'Abstain', 'Abstain']",False
1658,"['False', 'False', 'False']",False
1482,"['False', 'False', 'False']",False
5372,"['True', 'True', 'True']",True
1967,"['False', 'False', 'False']",False
5603,"['True', 'True', 'True']",True
5402,"['True', 'True', 'True']",True
5444,"['True', 'True', 'True']",True
2406,"['False', 'False', 'False']",False
8097,"['True', 'True', 'True']",False
2510,"['False', 'False', 'False']",False
5864,"['True', 'True', 'True']",True
2166,"['False', 'False', 'False']",False
5904,"['True', 'True', 'True']",True
1958,"['False', 'False', 'False']",False
1859,"['Abstain', 'False', 'Abstain']",False
5966,"['True', 'True', 'True']",True
6178,"['True', 'True', 'Abstain']",True
2693,"['False', 'False', 'Abstain']",False
1203,"['False', 'False', 'False']",False
2385,"['False', 'Abstain', 'False']",False
7339,"['True', 'True', 'True']",False
2751,"['False', 'False', 'Abstain']",False
8111,"['Abstain', 'Abstain', 'True']",False
5581,"['False', 'Abstain', 'True']",True
5572,"['True', 'True', 'True']",True
8135,"['False', 'False', 'False']",False
1397,"['False', 'False', 'False']",False
9017,"['True', 'True', 'True']",False
2556,"['False', 'False', 'False']",False
1899,"['Abstain', 'False', 'False']",False
1370,"['False', 'False', 'False']",False
1963,"['Abstain', 'False', 'False']",False
1281,"['False', 'False', 'False']",False
7353,"['True', 'False', 'True']",True
5744,"['True', 'True', 'False']",True
2411,"['False', 'False', 'False']",False
1671,"['False', 'False', 'False']",False
6151,"['Abstain', 'Abstain', 'True']",True
5877,"['True', 'True', 'True']",True
7335,"['True', 'True', 'True']",True
1561,"['False', 'Abstain', 'Abstain']",False
2589,"['False', 'False', 'False']",False
7839,"['False', 'False', 'False']",False
1527,"['False', 'False', 'False']",False
1310,"['False', 'False', 'False']",False
5179,"['True', 'True', 'Abstain']",True
2682,"['Abstain', 'False', 'False']",False
1853,"['Abstain', 'Abstain', 'False']",False
2434,"['Abstain', 'False', 'False']",False
1320,"['False', 'False', 'False']",False
2624,"['False', 'False', 'False']",False
5169,"['True', 'True', 'True']",True
1877,"['False', 'False', 'Abstain']",False
2196,"['False', 'Abstain', 'False']",False
2070,"['Abstain', 'Abstain', 'False']",False
2233,"['Abstain', 'Abstain', 'False']",False
2205,"['Abstain', 'False', 'False']",False
2685,"['Abstain', 'False', 'False']",False
6117,"['True', 'True', 'True']",True
2028,"['Abstain', 'False', 'False']",False
2506,"['Abstain', 'False', 'False']",False
1493,"['False', 'False', 'False']",False
6064,"['Abstain', 'Abstain', 'True']",True
6356,"['False', 'False', 'False']",True
5908,"['True', 'Abstain', 'True']",True
6043,"['True', 'True', 'True']",True
5721,"['True', 'True', 'True']",True
1160,"['False', 'False', 'False']",False
7265,"['False', 'False', 'Abstain']",False
2091,"['False', 'False', 'False']",False
5334,"['True', 'True', 'True']",True
7365,"['True', 'False', 'False']",True
2078,"['False', 'False', 'False']",False
2001,"['False', 'False', 'False']",False
1295,"['False', 'False', 'False']",False
2662,"['Abstain', 'Abstain', 'Abstain']",False
2071,"['False', 'Abstain', 'Abstain']",False
1395,"['False', 'False', 'Abstain']",False
2139,"['False', 'True', 'False']",False
7236,"['False', 'False', 'False']",False
2352,"['False', 'False', 'False']",False
1181,"['False', 'False', 'False']",False
1550,"['False', 'False', 'False']",False
6474,"['False', 'False', 'False']",True
6133,"['Abstain', 'True', 'True']",True
2681,"['Abstain', 'Abstain', 'False']",False
5745,"['True', 'False', 'True']",True
1419,"['False', 'False', 'False']",False
1199,"['Abstain', 'False', 'False']",False
6312,"['True', 'True', 'Abstain']",True
6389,"['True', 'True', 'True']",True
1782,"['Abstain', 'Abstain', 'Abstain']",False
1247,"['Abstain', 'Abstain', 'False']",False
1887,"['False', 'Abstain', 'False']",False
1601,"['False', 'False', 'Abstain']",False
2781,"['False', 'False', 'False']",False
1133,"['False', 'False', 'False']",False
1436,"['False', 'Abstain', 'Abstain']",False
1223,"['False', 'False', 'False']",False
6177,"['True', 'True', 'True']",True
1634,"['False', 'False', 'False']",False
5592,"['True', 'True', 'False']",True
1453,"['False', 'False', 'False']",False
2735,"['False', 'False', 'False']",False
5723,"['True', 'True', 'True']",True
5571,"['True', 'True', 'True']",True
2542,"['False', 'False', 'False']",False
1411,"['False', 'False', 'False']",False
1412,"['False', 'False', 'False']",False
8086,"['False', 'False', 'False']",False
2789,"['False', 'Abstain', 'False']",False
2330,"['False', 'False', 'False']",False
2636,"['Abstain', 'Abstain', 'Abstain']",False
1517,"['Abstain', 'False', 'False']",False
1428,"['Abstain', 'Abstain', 'False']",False
6041,"['True', 'True', 'True']",True
1524,"['False', 'Abstain', 'False']",False
7348,"['True', 'True', 'True']",True
2377,"['False', 'False', 'False']",False
2062,"['False', 'False', 'False']",False
2561,"['False', 'False', 'False']",False
1157,"['False', 'False', 'False']",False
5460,"['True', 'True', 'True']",True
8087,"['False', 'False', 'False']",False
5288,"['True', 'True', 'True']",True
1548,"['False', 'False', 'False']",False
1885,"['Abstain', 'Abstain', 'Abstain']",False
6377,"['True', 'Abstain', 'Abstain']",True
1445,"['False', 'False', 'False']",False
2697,"['Abstain', 'False', 'False']",False
1452,"['Abstain', 'False', 'Abstain']",False
6297,"['True', 'True', 'True']",True
5790,"['Abstain', 'True', 'Abstain']",True
1277,"['False', 'False', 'False']",False
2449,"['False', 'False', 'False']",False
1571,"['False', 'False', 'False']",False
6154,"['True', 'True', 'True']",True
2802,"['False', 'False', 'False']",False
2569,"['False', 'False', 'False']",False
5283,"['True', 'True', 'True']",True
5870,"['True', 'True', 'True']",True
7824,"['False', 'False', 'False']",False
1849,"['False', 'Abstain', 'False']",False
6433,"['True', 'False', 'True']",True
1628,"['Abstain', 'False', 'False']",False
1913,"['Abstain', 'Abstain', 'Abstain']",False
5295,"['True', 'True', 'True']",True
1938,"['False', 'False', 'Abstain']",False
5885,"['True', 'True', 'True']",True
5659,"['False', 'True', 'Abstain']",True
6059,"['True', 'True', 'True']",True
5754,"['True', 'True', 'True']",True
2711,"['False', 'False', 'False']",False
5308,"['False', 'False', 'False']",True
5717,"['True', 'True', 'True']",True
1785,"['False', 'False', 'False']",False
2602,"['False', 'False', 'False']",False
1736,"['False', 'False', 'False']",False
2126,"['False', 'False', 'Abstain']",False
6280,"['True', 'False', 'True']",True
1313,"['False', 'False', 'False']",False
2249,"['False', 'Abstain', 'Abstain']",False
2023,"['Abstain', 'Abstain', 'Abstain']",False
1211,"['False', 'False', 'False']",False
5969,"['True', 'False', 'True']",True
1694,"['False', 'False', 'False']",False
8136,"['True', 'True', 'True']",True
5335,"['False', 'False', 'False']",True
5506,"['True', 'True', 'True']",True
5954,"['False', 'False', 'False']",True
6244,"['False', 'False', 'False']",True
6007,"['True', 'Abstain', 'True']",True
1721,"['False', 'False', 'False']",False
5702,"['True', 'True', 'True']",True
6346,"['True', 'True', 'True']",True
5465,"['True', 'True', 'True']",True
6300,"['Abstain', 'False', 'False']",True
2191,"['False', 'Abstain', 'False']",False
6475,"['True', 'True', 'False']",True
2320,"['False', 'False', 'False']",False
5468,"['True', 'True', 'True']",True
6159,"['False', 'True', 'True']",True
1288,"['False', 'False', 'False']",False
5640,"['True', 'True', 'True']",True
6367,"['Abstain', 'False', 'Abstain']",True
5913,"['Abstain', 'Abstain', 'Abstain']",True
1279,"['False', 'False', 'False']",False
2331,"['Abstain', 'False', 'False']",False
1735,"['False', 'False', 'False']",False
2031,"['False', 'False', 'False']",False
6341,"['True', 'True', 'True']",True
6138,"['True', 'True', 'True']",True
8958,"['False', 'False', 'False']",False
1866,"['False', 'False', 'False']",False
1422,"['False', 'False', 'False']",False
1323,"['False', 'False', 'False']",False
1368,"['Abstain', 'Abstain', 'False']",False
1659,"['False', 'False', 'False']",False
5785,"['True', 'True', 'True']",True
1210,"['False', 'False', 'False']",False
5557,"['True', 'True', 'True']",True
6384,"['True', 'True', 'True']",True
1825,"['False', 'False', 'False']",False
1394,"['False', 'False', 'False']",False
1891,"['False', 'False', 'Abstain']",False
6073,"['True', 'True', 'True']",True
2178,"['Abstain', 'False', 'False']",False
8103,"['False', 'False', 'False']",False
2694,"['False', 'False', 'False']",False
2040,"['False', 'Abstain', 'False']",False
5569,"['True', 'True', 'True']",True
6417,"['True', 'True', 'True']",True
1455,"['False', 'False', 'False']",False
2700,"['False', 'False', 'False']",False
7863,"['False', 'False', 'False']",False
5192,"['True', 'True', 'True']",True
1460,"['Abstain', 'False', 'Abstain']",False
1229,"['False', 'False', 'False']",False
5765,"['True', 'True', 'True']",True
2844,"['True', 'True', 'True']",True
3671,"['Abstain', 'False', 'False']",False
3916,"['Abstain', 'Abstain', 'Abstain']",False
3674,"['False', 'False', 'False']",False
3776,"['Abstain', 'Abstain', 'Abstain']",False
3396,"['Abstain', 'Abstain', 'Abstain']",True
2845,"['True', 'True', 'True']",True
3896,"['False', 'False', 'False']",False
3868,"['Abstain', 'Abstain', 'True']",False
8813,"['Abstain', 'False', 'False']",False
3195,"['True', 'True', 'True']",True
3770,"['False', 'False', 'False']",False
2957,"['True', 'True', 'True']",True
8010,"['Abstain', 'True', 'True']",True
2821,"['Abstain', 'True', 'True']",True
3992,"['Abstain', 'Abstain', 'Abstain']",False
3227,"['Abstain', 'Abstain', 'Abstain']",True
3292,"['Abstain', 'Abstain', 'Abstain']",True
3548,"['Abstain', 'Abstain', 'Abstain']",True
4057,"['Abstain', 'Abstain', 'Abstain']",False
3920,"['False', 'Abstain', 'Abstain']",False
4025,"['Abstain', 'Abstain', 'Abstain']",False
8737,"['Abstain', 'Abstain', 'True']",True
3733,"['False', 'Abstain', 'False']",False
3950,"['False', 'Abstain', 'False']",False
8728,"['True', 'Abstain', 'Abstain']",True
3498,"['True', 'Abstain', 'Abstain']",True
3032,"['Abstain', 'Abstain', 'Abstain']",True
8906,"['False', 'False', 'False']",False
3748,"['False', 'Abstain', 'False']",False
3804,"['Abstain', 'Abstain', 'Abstain']",False
3522,"['True', 'True', 'True']",True
3943,"['False', 'False', 'False']",False
4099,"['Abstain', 'Abstain', 'Abstain']",False
3511,"['Abstain', 'True', 'True']",True
3342,"['Abstain', 'Abstain', 'True']",True
3730,"['False', 'False', 'Abstain']",False
3198,"['False', 'True', 'False']",True
8783,"['False', 'False', 'False']",False
3425,"['True', 'Abstain', 'True']",True
3403,"['Abstain', 'Abstain', 'Abstain']",True
3484,"['True', 'True', 'True']",True
3761,"['True', 'False', 'False']",False
8695,"['True', 'True', 'True']",True
7896,"['Abstain', 'False', 'Abstain']",True
3444,"['Abstain', 'Abstain', 'True']",True
3167,"['Abstain', 'Abstain', 'True']",True
6504,"['Abstain', 'Abstain', 'Abstain']",False
3009,"['True', 'Abstain', 'Abstain']",True
3086,"['Abstain', 'True', 'Abstain']",True
3793,"['False', 'False', 'False']",False
3673,"['False', 'Abstain', 'False']",False
8007,"['True', 'True', 'True']",True
3303,"['True', 'Abstain', 'True']",True
3627,"['Abstain', 'Abstain', 'Abstain']",False
3701,"['False', 'Abstain', 'Abstain']",False
4040,"['Abstain', 'Abstain', 'Abstain']",False
4107,"['False', 'False', 'Abstain']",False
7279,"['True', 'True', 'True']",True
2900,"['True', 'True', 'True']",True
8995,"['True', 'True', 'True']",True
3974,"['Abstain', 'Abstain', 'False']",False
3979,"['Abstain', 'Abstain', 'Abstain']",False
3825,"['Abstain', 'Abstain', 'Abstain']",False
3938,"['Abstain', 'False', 'Abstain']",False
8718,"['Abstain', 'Abstain', 'True']",True
3252,"['True', 'True', 'True']",True
3618,"['False', 'False', 'False']",False
3788,"['False', 'False', 'Abstain']",False
3031,"['Abstain', 'Abstain', 'Abstain']",True
8720,"['Abstain', 'Abstain', 'Abstain']",True
4130,"['Abstain', 'False', 'Abstain']",False
3506,"['True', 'True', 'Abstain']",True
8880,"['Abstain', 'Abstain', 'Abstain']",False
4106,"['False', 'False', 'False']",False
8760,"['False', 'False', 'Abstain']",False
3057,"['True', 'Abstain', 'True']",True
3164,"['False', 'False', 'False']",True
8637,"['True', 'True', 'True']",True
8852,"['False', 'False', 'False']",False
3341,"['True', 'True', 'True']",True
3450,"['Abstain', 'Abstain', 'Abstain']",True
3145,"['True', 'True', 'True']",True
8660,"['Abstain', 'False', 'Abstain']",True
7306,"['False', 'False', 'False']",False
3908,"['Abstain', 'Abstain', 'Abstain']",False
3559,"['False', 'False', 'False']",True
7984,"['True', 'True', 'False']",True
3737,"['False', 'False', 'Abstain']",False
3782,"['False', 'False', 'False']",False
3546,"['Abstain', 'Abstain', 'False']",True
2811,"['True', 'Abstain', 'True']",True
8755,"['Abstain', 'Abstain', 'False']",True
4199,"['Abstain', 'Abstain', 'Abstain']",False
3008,"['Abstain', 'Abstain', 'True']",True
3018,"['Abstain', 'True', 'Abstain']",True
2917,"['True', 'True', 'Abstain']",True
2804,"['True', 'True', 'True']",True
8888,"['False', 'False', 'Abstain']",False
8639,"['Abstain', 'True', 'True']",True
3570,"['Abstain', 'False', 'Abstain']",False
3219,"['Abstain', 'Abstain', 'Abstain']",True
7282,"['True', 'True', 'False']",True
3053,"['False', 'False', 'False']",True
8597,"['Abstain', 'Abstain', 'Abstain']",True
7968,"['False', 'False', 'False']",True
8697,"['False', 'Abstain', 'Abstain']",True
8878,"['Abstain', 'Abstain', 'Abstain']",False
8751,"['False', 'False', 'Abstain']",True
3350,"['True', 'True', 'True']",True
3187,"['True', 'True', 'True']",True
3569,"['False', 'Abstain', 'Abstain']",False
3295,"['True', 'True', 'Abstain']",True
2906,"['False', 'True', 'Abstain']",True
7932,"['True', 'False', 'True']",True
7925,"['False', 'False', 'False']",True
8703,"['Abstain', 'True', 'Abstain']",True
3740,"['False', 'Abstain', 'Abstain']",False
3352,"['True', 'False', 'True']",True
2981,"['Abstain', 'Abstain', 'Abstain']",True
3762,"['Abstain', 'False', 'False']",False
8731,"['Abstain', 'Abstain', 'False']",True
2822,"['True', 'Abstain', 'True']",True
3391,"['True', 'True', 'True']",True
3402,"['Abstain', 'False', 'Abstain']",True
2960,"['Abstain', 'True', 'True']",True
8863,"['Abstain', 'False', 'Abstain']",False
8647,"['True', 'Abstain', 'True']",True
3976,"['False', 'False', 'Abstain']",False
7918,"['False', 'False', 'False']",True
2930,"['Abstain', 'Abstain', 'Abstain']",True
3811,"['False', 'False', 'False']",False
3413,"['False', 'True', 'True']",True
6513,"['False', 'False', 'False']",False
8726,"['Abstain', 'True', 'True']",True
2878,"['True', 'True', 'True']",True
8834,"['False', 'False', 'False']",False
8704,"['True', 'Abstain', 'True']",True
3672,"['False', 'False', 'False']",False
2890,"['True', 'True', 'True']",True
7941,"['Abstain', 'Abstain', 'Abstain']",True
7895,"['True', 'Abstain', 'Abstain']",False
3778,"['Abstain', 'Abstain', 'False']",False
2909,"['Abstain', 'Abstain', 'True']",True
3882,"['False', 'False', 'False']",False
3958,"['Abstain', 'Abstain', 'Abstain']",False
3781,"['False', 'False', 'False']",False
3635,"['False', 'False', 'False']",False
8675,"['True', 'True', 'True']",True
3419,"['True', 'Abstain', 'Abstain']",True
6487,"['False', 'False', 'False']",False
3970,"['Abstain', 'Abstain', 'Abstain']",False
3619,"['Abstain', 'Abstain', 'Abstain']",False
3322,"['Abstain', 'Abstain', 'Abstain']",True
7386,"['False', 'False', 'False']",False
8891,"['False', 'False', 'Abstain']",False
7891,"['False', 'False', 'False']",True
3828,"['Abstain', 'Abstain', 'Abstain']",False
3677,"['False', 'False', 'Abstain']",False
4179,"['False', 'False', 'Abstain']",False
3255,"['Abstain', 'Abstain', 'True']",True
4173,"['Abstain', 'Abstain', 'False']",False
3542,"['False', 'False', 'Abstain']",True
7948,"['False', 'False', 'False']",True
7371,"['Abstain', 'Abstain', 'False']",True
4113,"['Abstain', 'False', 'False']",False
