qid,placeholder,placeholder,pred,label
240,,,"['crime', 'western', 'romance', 'comedy', 'war', 'thriller', 'mystery', 'adventure', 'drama']","['mystery', 'romance', 'horror', 'crime', 'drama', 'fantasy', 'western', 'action', 'comedy', 'war', 'thriller', 'adventure']"
260,,,"['martin_milner', 'herbert_lom', 'burt_lancaster', 'cecil_parker', 'irma_p._hall', 'alec_guinness', 'claudia_cardinale', 'marlon_wayans', 'peter_sellers', 'tom_hanks', 'joan_greenwood', 'susan_harrison', 'tony_curtis']","['marlon_wayans', 'herbert_lom', 'joan_greenwood', 'cecil_parker', 'tom_hanks', 'claudia_cardinale', 'susan_harrison', 'irma_p._hall', 'burt_lancaster', 'peter_sellers', 'alec_guinness', 'tony_curtis', 'martin_milner']"
280,,,['chris_rock'],['chris_rock']
300,,,"['hugh_dillon', 'bruce_mcdonald', 'callum_keith_rennie', 'bernie_coulson', 'georgina_reilly', 'ellen_page', 'greg_calderone']","['ellen_page', 'bernie_coulson', 'bruce_mcdonald', 'greg_calderone', 'callum_keith_rennie', 'hugh_dillon', 'georgina_reilly']"
320,,,"['maria_sole_tognazzi', 'silvio_soldini']","['maria_sole_tognazzi', 'silvio_soldini', 'carlo_verdone']"
340,,,"['harold_gray', 'neville_smith', 'michael_crichton', 'malcolm_lowry', 'leslie_bricusse', 'bo_goldman', 'alan_sillitoe', 'guy_gallo', 'ronald_harwood', 'shane_connaughton', 'john_august', 'whitley_strieber', 'kelly_masterson', 'will_gluck', 'daniel_wallace', 'terence_rattigan', 'thomas_meehan', 'frederic_raphael', 'charles_dickens', 'peter_mayle', 'michael_wadleigh', 'carol_sobieski', 'josephine_humphreys']","['leslie_bricusse', 'neville_smith', 'will_gluck', 'whitley_strieber', 'michael_wadleigh', 'shane_connaughton', 'thomas_meehan', 'kelly_masterson', 'malcolm_lowry', 'guy_gallo', 'josephine_humphreys', 'ronald_harwood', 'terence_rattigan', 'carol_sobieski', 'john_august', 'harold_gray', 'peter_mayle', 'alan_sillitoe', 'michael_crichton', 'bo_goldman', 'charles_dickens', 'frederic_raphael', 'daniel_wallace']"
360,,,"['crime', 'comedy', 'music', 'mystery', 'biography', 'adventure', 'drama']","['mystery', 'crime', 'drama', 'music', 'adventure', 'comedy', 'biography']"
380,,,Abstain,"['2010', '2004']"
400,,,"['1983', '1991', '1996', '1984', '2004', '1992', '2009', '2011', '1999', '2002', '1987', '1971', '1973', '1997', '1953', '1994', '2000', '1985', '1977', '1986', '2006', '1982', '2007', '1989']","['1986', '1987', '1984', '1985', '1982', '1983', '1989', '2011', '1953', '1991', '1992', '1994', '1997', '1996', '1999', '1973', '1971', '2002', '1977', '2000', '2006', '2007', '2004', '2009']"
420,,,"['2009', '2003', '2006', '1994', '1955', '2001', '2004', '2008', '2007', '2013', '1998', '2000']","['1994', '1998', '1955', '2003', '2000', '2001', '2006', '2007', '2004', '2008', '2009', '2013']"
440,,,"['1983', '1991', '1977', '1999', '2006', '1979', '1981', '1972', '2002', '1936', '1960', '2007', '1992', '1995', '2009', '1920', '2001']","['1991', '1920', '1992', '1995', '1983', '1979', '1981', '1977', '1960', '1972', '2002', '1999', '2001', '2006', '2007', '2009', '1936']"
460,,,"['chris_klein', 'nicholas_hoult', 'hugh_grant', 'thomas_ian_nicholas', 'jason_biggs', 'alyson_hannigan']","['chris_klein', 'hugh_grant', 'nicholas_hoult', 'jason_biggs', 'alyson_hannigan', 'thomas_ian_nicholas']"
480,,,"['action', 'drama', 'crime']","['action', 'drama', 'crime']"
500,,,Abstain,"['don_mankiewicz', 'thomas_t._flynn', 'horace_mccoy', 'baynard_kendrick', 'philip_yordan', 'sinclair_lewis', 'david_dortort', 'robert_buckner', 'frank_burt', 'claude_stanush', 'richard_brooks', 'alf_sjöberg', 'pär_lagerkvist']"
520,,,"['emilio_fernández', 'lewis_milestone', 'gary_sinise', 'victor_fleming', 'elia_kazan', 'david_s._ward', 'john_ford']","['elia_kazan', 'david_s._ward', 'gary_sinise', 'victor_fleming', 'emilio_fernández', 'lewis_milestone', 'john_ford']"
540,,,"['horror', 'western', 'comedy', 'action', 'documentary']","['action', 'horror', 'comedy', 'documentary', 'western']"
560,,,"['kim_cattrall', 'keke_palmer', 'robert_loggia', 'colm_feore', 'meg_ryan', 'edward_kerr', 'ned_beatty', 'michael_sheen', 'selma_blair', 'william_h._macy', 'don_rickles', 'christian_slater', 'fred_macmurray', 'david_morrissey', 'billy_crudup', 'christopher_reeve', 'joan_crawford']","['william_h._macy', 'christopher_reeve', 'michael_sheen', 'joan_crawford', 'colm_feore', 'ned_beatty', 'robert_loggia', 'don_rickles', 'edward_kerr', 'meg_ryan', 'selma_blair', 'david_morrissey', 'keke_palmer', 'fred_macmurray', 'kim_cattrall', 'billy_crudup', 'christian_slater']"
580,,,"['2010', '1993']","['1993', '2010']"
600,,,"['crime', 'war', 'action', 'history', 'drama']","['drama', 'action', 'crime', 'war', 'history']"
620,,,Abstain,['2002']
640,,,"['horror', 'comedy', 'drama']","['drama', 'romance', 'horror', 'comedy', 'biography']"
660,,,"['neil_armfield', 'dennis_hopper', 'robert_altman', 'joseph_mcgrath', 'christian_marquand', 'tony_richardson']","['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,"['crime', 'comedy', 'action', 'thriller', 'drama']","['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,Abstain,"['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,['paolo_sorrentino'],['paolo_sorrentino']
740,,,"['french', 'italian']","['french', 'italian']"
760,,,Abstain,"['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,"['david_gordon_green', 'stephen_daldry', 'wes_craven', 'harold_becker', 'roland_emmerich', 'curtiss_clayton', 'carl_reiner', 'john_dahl', 'doug_liman', 'jonathan_kaplan', 'edward_zwick', 'wim_wenders', 'arie_posin', 'mel_brooks', 'steve_miner', 'kevin_macdonald', 'jake_kasdan', 'mike_figgis', 'gary_goldman', 'david_lynch', 'jon_amiel', 'steven_spielberg', 'jon_turteltaub', 'donald_petrie', 'don_bluth']","['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,['1968'],['1968']
820,,,"['horror', 'comedy', 'drama', 'thriller', 'mystery', 'war']","['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,['dylan_thomas'],['dylan_thomas']
860,,,"['1978', '1958', '2010', '1999', '2006', '1994', '2002', '2014', '2013', '1992', '1993', '1997', '1989']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1978', '1980', '1970', '1977']","['1977', '1970', '1980', '1978']"
900,,,"['animation', 'western', 'horror', 'comedy', 'thriller', 'mystery', 'musical', 'fantasy']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['j._lee_thompson', 'john_guillermin', 'george_marshall']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,Abstain,"['2002', '1999']"
960,,,"['jacques_tati', 'neil_burger', 'sylvain_chomet']","['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['action', 'comedy', 'music', 'drama']","['action', 'drama', 'comedy', 'music']"
1000,,,Abstain,"['2001', '1988', '2004', '1994']"
1020,,,"['french', 'english']",['french']
1040,,,"['robert_strauss', 'cesar_romero', 'kirk_douglas', 'ida_lupino', 'vicki_frederick', 'jack_palance', 'ernest_borgnine', 'bette_davis', 'catherine_deneuve', 'jeff_chandler', 'hardy_krüger', 'burt_lancaster', 'dorothy_malone', 'gary_cooper', 'james_stewart', 'burt_reynolds', 'lee_marvin', 'harrison_ford', 'gene_wilder', 'paul_winfield', 'ben_johnson', 'anita_ekberg', 'ursula_andress', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'ralph_meeker', 'jim_brown', 'dean_martin', 'frank_sinatra', 'richard_attenborough', 'kim_novak', 'rock_hudson', 'joan_crawford', 'joseph_cotten', 'charles_bronson', 'laurene_landon', 'wendell_corey', 'jean_hagen', 'denise_darcel', 'peter_finch', 'peter_falk']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,['persian'],['persian']
1080,,,"['crime', 'horror', 'comedy', 'music', 'action', 'thriller', 'drama']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,Abstain,"['action', 'comedy', 'thriller', 'crime']"
1120,,,['dominik_moll'],['dominik_moll']
1140,,,"['1983', '2005', '1996', '1980', '2007', '1995', '2003', '2001']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,"['jim_varney', 'iron_eyes_cody']","['jim_varney', 'iron_eyes_cody']"
1180,,,"['charles_hoffman', 'edith_kneipple_roberts', 'thomas_job', 'martin_vale', 'wilkie_collins', 'marjorie_carleton', 'margaret_kennedy']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,"['jason_robards', 'jane_fonda', 'vanessa_redgrave', 'tilda_swinton']","['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['drama', 'war']","['drama', 'war']"
1240,,,"['2010', '2005', '1999', '2001', '2002', '2004', '2007', '2013', '2012', '2009', '1997', '2000']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,['japanese'],['japanese']
1280,,,"['1937', '1996', '1951', '1933', '2010', '1999', '1981', '1936', '1946', '2001', '1922', '1994', '1931', '1938', '1947', '1932', '1985', '1941', '1948', '2008']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,"['1941', '1963', '1944']","['1941', '1944', '1963']"
1340,,,"['maude_fulton', 'dashiell_hammett', 'john_d._klorer', 'rosalind_keating_shaffer', 'george_s._kaufman', 'moss_hart', 'sid_silvers', 'harry_w._conn', 'devery_freeman', 'booth_tarkington', 'brown_holmes', 'jack_mcgowan', 'roland_kibbee', 'edgar_allan_poe', 'john_huston']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,"['richard_basehart', 'peter_ustinov', 'guillaume_depardieu', 'gregory_peck', 'robert_ryan', 'david_paymer', 'leo_genn', 'yekaterina_golubeva', 'catherine_deneuve', 'crispin_glover']","['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,Abstain,['2011']
1400,,,"['2005', '1999', '1996', '2001', '2002', '2007', '1973', '2013', '1993', '1990', '1975', '2003', '1995', '2011', '1974', '2000']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,"['mark_a._altman', 'robert_meyer_burnett']","['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['martin_scorsese', 'richard_stanley', 'alan_j._pakula', 'jay_roach', 'stanley_donen', 'robert_zemeckis', 'robert_marcarelli', 'harold_prince', 'john_frankenheimer', 'steven_soderbergh', 'david_greene', 'clive_donner', 'michael_anderson', 'lech_majewski', 'marty_feldman', 'desmond_davis', 'don_taylor']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['elfriede_jelinek', 'michael_haneke', 'rob_sitch', 'tom_gleisner', 'santo_cilauro']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,Abstain,"['1978', '1960', '1972', '1979', '1961']"
1500,,,"['robert_wise', 'luis_mandoki', 'andrew_marton', 'fritz_lang', 'vincente_minnelli', 'john_gilling', 'mark_robson', 'elia_kazan', 'george_cukor', 'george_marshall', 'henry_hathaway', 'clarence_brown', 'george_seaton']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['horror', 'comedy']","['horror', 'comedy']"
1540,,,"['crime', 'horror', 'romance', 'comedy', 'action', 'thriller', 'mystery', 'drama']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['comedy', 'music', 'war', 'action', 'adventure', 'drama', 'fantasy']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,Abstain,"['lee_van_cleef', 'jack_palance']"
1600,,,"['kris_kristofferson', 'john_cassavetes', 'little_richard', 'jill_clayburgh', 'bette_midler', 'richard_dreyfuss', 'gena_rowlands', 'george_segal', 'susan_anspach', 'susan_sarandon', 'marsha_mason', 'ellen_burstyn', 'alejandro_rey', 'cleavant_derricks', 'art_carney', 'woody_allen', 'donald_sutherland', 'meg_mazursky', 'nick_nolte', 'robin_williams']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['crime', 'comedy', 'thriller', 'mystery', 'drama']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['drama', 'crime']","['drama', 'crime']"
1660,,,"['jay_cocks', 'richard_price', 'gerald_kersh', 'irwin_winkler']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['horror', 'comedy', 'war', 'action', 'thriller', 'mystery', 'adventure', 'drama']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['susan_sarandon', 'ronnie_gene_blevins', 'tye_sheridan', 'nicolas_cage']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,Abstain,"['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,"['audrey_totter', 'rita_moreno', 'william_holden', 'rossana_podestà', 'michael_rennie', 'jess_weixler', 'william_lundigan', 'steve_mcqueen', 'boris_karloff', 'keith_poulson', 'jean_simmons', 'theodore_bikel', 'barbara_stanwyck', 'ruby_dee', 'fredric_march', 'christopher_plummer', 'richard_burton', 'russ_tamblyn', 'cedric_hardwicke', 'claire_bloom', 'natalie_wood', 'bela_lugosi', 'nick_offerman', 'anthony_franciosa', 'anthony_hopkins', 'richard_crenna', 'candice_bergen', 'george_c._scott', 'marsha_mason', 'keanu_reeves', 'james_cagney', 'paul_douglas', 'jacques_sernas', 'susan_hayward', 'valentina_cortese', 'robert_ryan', 'julie_andrews', 'kate_reid', 'nastassja_kinski', 'richard_attenborough', 'stanley_baker', 'walter_slezak', 'susan_swift', 'james_olson', 'hugh_marlowe', 'richard_basehart', 'lawrence_tierney', 'claire_trevor', 'robert_mitchum', 'david_wayne', 'shirley_maclaine', 'patricia_neal', 'arthur_hill', 'simon_oakland', 'andrew_mccarthy', 'robert_preston', 'richard_beymer', 'peter_falk']","['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,"['jeroen_krabbé', ""vincent_d'onofrio"", 'dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'elisabeth_shue', 'christopher_walken', 'val_kilmer']","['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,"['robert_pulcini', 'harvey_pekar', 'eleanor_henderson', 'jonathan_ames', 'joyce_brabner', 'emma_mclaughlin', 'nicola_kraus', 'shari_springer_berman']","['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,['critters'],"['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,Abstain,['drama']
1840,,,"['brian_levant', 'uli_edel', 'harold_becker', 'ethan_coen', 'pete_docter', 'luis_mandoki', 'gillies_mackinnon', 'joe_dante', 'jonathan_teplitzky', 'matt_aselton', 'john_erman', 'martin_scorsese', 'gregory_hoblit', 'david_caesar', 'bryan_gordon', 'david_kendall', 'sylvie_verheyde', 'larry_charles', 'david_byrne', 'elia_kazan', 'joel_coen', 'dan_scanlon', 'frank_marshall', 'david_silverman', 'milcho_manchevski', 'zack_snyder', 'jim_mcbride', 'mike_nichols', 'steven_spielberg', 'lee_unkrich', 'philipp_stölzl', 'george_cukor', 'ben_affleck', 'glenn_jordan']","['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,Abstain,['kazuaki_kiriya']
1880,,,Abstain,"['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,"['french', 'german']","['german', 'french']"
1920,,,"['crime', 'comedy', 'action', 'biography', 'adventure', 'drama']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,Abstain,['comedy']
1960,,,"['1996', '1945', '1959', '1951', '1939', '1981', '1972', '1943', '1955', '1964', '1944', '1953', '1970', '1966', '1963', '1961', '1957', '1931', '1995', '1940', '1974', '1941', '1954', '1948', '1960', '1942', '1998']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,"['art_linson', 'mateo_gil', 'alejandro_amenábar', 'amy_heckerling', 'cameron_crowe']","['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
