qid,placeholder,placeholder,pred,label
660,,,"['dennis_hopper', 'joseph_mcgrath', 'christian_marquand', 'robert_altman', 'tony_richardson', 'neil_armfield']","['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,"['crime', 'action', 'drama', 'comedy', 'thriller']","['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,Abstain,"['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,['paolo_sorrentino'],['paolo_sorrentino']
740,,,"['french', 'italian']","['french', 'italian']"
760,,,Abstain,"['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,"['carl_reiner', 'gary_goldman', 'donald_petrie', 'roland_emmerich', 'jon_turteltaub', 'david_gordon_green', 'david_lynch', 'mel_brooks', 'wim_wenders', 'mike_figgis', 'steven_spielberg', 'jake_kasdan', 'curtiss_clayton', 'don_bluth', 'doug_liman', 'edward_zwick', 'steve_miner', 'arie_posin', 'jonathan_kaplan', 'kevin_macdonald', 'harold_becker', 'jon_amiel', 'john_dahl', 'wes_craven', 'stephen_daldry']","['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,['1968'],['1968']
820,,,"['adventure', 'drama', 'mystery', 'horror', 'comedy', 'war', 'thriller']","['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,['dylan_thomas'],['dylan_thomas']
860,,,"['1978', '1999', '2006', '2014', '1989', '1958', '1997', '1994', '1992', '2002', '1993', '2010', '2013']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1978', '1980', '1970', '1977']","['1977', '1970', '1980', '1978']"
900,,,"['fantasy', 'western', 'mystery', 'animation', 'musical', 'comedy', 'horror', 'thriller']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['john_guillermin', 'j._lee_thompson', 'george_marshall']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,"['1999', '2002']","['2002', '1999']"
960,,,"['neil_burger', 'jacques_tati', 'sylvain_chomet']","['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['music', 'action', 'comedy', 'drama']","['action', 'drama', 'comedy', 'music']"
1000,,,"['2004', '1994', '2001', '1988']","['2001', '1988', '2004', '1994']"
1020,,,['french'],['french']
1040,,,"['joan_crawford', 'bruce_davison', 'wendell_corey', 'rock_hudson', 'ernest_borgnine', 'james_stewart', 'kirk_douglas', 'catherine_deneuve', 'laurene_landon', 'dean_martin', 'denise_darcel', 'paul_winfield', 'charles_bronson', 'eddie_albert', 'harrison_ford', 'joseph_cotten', 'burt_reynolds', 'frank_sinatra', 'kim_novak', 'richard_attenborough', 'robert_strauss', 'gene_wilder', 'dorothy_malone', 'ben_johnson', 'peter_finch', 'cesar_romero', 'martine_carol', 'cliff_robertson', 'gary_cooper', 'anita_ekberg', 'burt_lancaster', 'ursula_andress', 'jean_hagen', 'jeff_chandler', 'jack_palance', 'jim_brown', 'vicki_frederick', 'ralph_meeker', 'lee_marvin', 'ida_lupino', 'richard_jaeckel', 'bette_davis', 'peter_falk', 'hardy_krüger']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,['persian'],['persian']
1080,,,"['crime', 'action', 'drama', 'music', 'comedy', 'horror', 'thriller']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,"['thriller', 'crime', 'action', 'comedy']","['action', 'comedy', 'thriller', 'crime']"
1120,,,['dominik_moll'],['dominik_moll']
1140,,,"['2005', '2001', '1995', '2007', '2003', '1980', '1996']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,['jim_varney'],"['jim_varney', 'iron_eyes_cody']"
1180,,,"['edith_kneipple_roberts', 'margaret_kennedy', 'thomas_job', 'martin_vale', 'charles_hoffman', 'wilkie_collins', 'marjorie_carleton']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,Abstain,"['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['drama', 'war']","['drama', 'war']"
1240,,,"['2005', '2004', '2006', '2001', '2000', '2009', '1997', '2012', '2007', '2013', '1999', '2002', '2010']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,['japanese'],['japanese']
1280,,,"['1954', '1948', '1931', '1951', '2010', '1937', '1985', '1932', '1933', '1996', '1922', '1938', '2001', '1981', '1936', '1952', '1946', '2008', '1941', '1947', '1994', '1999']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,Abstain,"['1941', '1944', '1963']"
1340,,,"['jack_mcgowan', 'rosalind_keating_shaffer', 'john_d._klorer', 'moss_hart', 'edgar_allan_poe', 'harry_w._conn', 'john_huston', 'sid_silvers', 'roland_kibbee', 'maude_fulton', 'george_s._kaufman', 'brown_holmes', 'devery_freeman', 'dashiell_hammett', 'booth_tarkington']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,"['richard_basehart', 'david_paymer', 'yekaterina_golubeva', 'crispin_glover', 'leo_genn', 'peter_ustinov', 'guillaume_depardieu', 'gregory_peck', 'robert_ryan', 'catherine_deneuve']","['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,['2014'],['2011']
1400,,,"['2011', '2005', '1973', '1993', '1975', '2001', '1995', '2000', '2007', '1999', '2002', '1974', '2003', '1990', '2013', '1996']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,"['mark_a._altman', 'robert_meyer_burnett']","['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['richard_stanley', 'robert_marcarelli', 'harold_prince', 'martin_scorsese', 'marty_feldman', 'don_taylor', 'jay_roach', 'lech_majewski', 'stanley_donen', 'michael_anderson', 'steven_soderbergh', 'john_frankenheimer', 'clive_donner', 'david_greene', 'robert_zemeckis', 'desmond_davis', 'alan_j._pakula']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['elfriede_jelinek', 'tom_gleisner', 'michael_haneke', 'rob_sitch', 'santo_cilauro']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1978', '1979', '1961', '1960', '1972']","['1978', '1960', '1972', '1979', '1961']"
1500,,,"['mark_robson', 'vincente_minnelli', 'john_gilling', 'george_seaton', 'elia_kazan', 'clarence_brown', 'robert_wise', 'henry_hathaway', 'luis_mandoki', 'fritz_lang', 'andrew_marton', 'george_cukor', 'george_marshall']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['horror', 'comedy']","['horror', 'comedy']"
1540,,,"['crime', 'action', 'drama', 'romance', 'mystery', 'comedy', 'horror', 'thriller']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['fantasy', 'adventure', 'action', 'drama', 'music', 'comedy', 'war']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,"['jack_palance', 'lee_van_cleef']","['lee_van_cleef', 'jack_palance']"
1600,,,"['donald_sutherland', 'gena_rowlands', 'woody_allen', 'john_cassavetes', 'jill_clayburgh', 'richard_dreyfuss', 'susan_anspach', 'robin_williams', 'bette_midler', 'art_carney', 'ellen_burstyn', 'little_richard', 'george_segal', 'susan_sarandon', 'marsha_mason', 'kris_kristofferson', 'cleavant_derricks', 'nick_nolte', 'alejandro_rey', 'meg_mazursky']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['crime', 'drama', 'mystery', 'comedy', 'thriller']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['crime', 'drama']","['drama', 'crime']"
1660,,,"['gerald_kersh', 'irwin_winkler', 'jay_cocks', 'richard_price']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['adventure', 'action', 'drama', 'mystery', 'comedy', 'horror', 'war', 'thriller']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['tye_sheridan', 'nicolas_cage', 'susan_sarandon', 'ronnie_gene_blevins']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1946', '1931', '2014', '1932', '1950', '1929', '1933']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,Abstain,"['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,"[""vincent_d'onofrio"", 'christopher_walken', 'kim_miyori', 'val_kilmer', 'jeroen_krabbé', 'elisabeth_shue', 'dolph_lundgren', 'ray_stevenson']","['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,"['eleanor_henderson', 'shari_springer_berman', 'nicola_kraus', 'joyce_brabner', 'robert_pulcini', 'jonathan_ames', 'harvey_pekar', 'emma_mclaughlin']","['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,"['george_macdonald_fraser', 'john_hughes', 'john_j._mclaughlin', 'patrick_sheane_duncan', 'don_keith_opper', 'domonic_muir', 'stephen_herek', 'dodie_smith', 'scott_lobdell', 'david_loughery']","['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,['drama'],['drama']
1840,,,Abstain,"['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,['kazuaki_kiriya'],['kazuaki_kiriya']
1880,,,"['2004', '2001', '2000', '1987', '1997', '1994', '1991']","['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,"['french', 'german']","['german', 'french']"
1920,,,"['crime', 'adventure', 'action', 'drama', 'romance', 'comedy', 'biography']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,Abstain,['comedy']
1960,,,"['1954', '1948', '1963', '1931', '1995', '1951', '1959', '1964', '1942', '1939', '1970', '1972', '1996', '1955', '1943', '1945', '1981', '1944', '1974', '1966', '1953', '1940', '1961', '1941', '1960', '1998', '1957']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,"['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']","['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
