200,'Louis Linÿer',"['François Coppée', 'Georges Bonnefoy-Sibour', 'Alfred de Meaux', 'Jules Lemaître', 'Camille Dunant', 'Ferdinand Buisson']"
220,'Eleanor Winsor Leach',"['Jenny Strauss Clay', 'Eleanor Winsor Leach']"
240,"'Douglas Hurd', 'James Callaghan', 'Selwyn Lloyd', 'George Brown, Baron George-Brown', 'Ernest Bevin', 'Robin Cook', 'John Major', 'Alec Douglas-Home', 'Francis Pym, Baron Pym', 'Geoffrey Howe'",['Douglas Hurd']
260,"'Josep Enric Millo', 'Inés Arrimadas', 'Anna Caula i Paretas', 'Josep Rull i Andreu', 'Oriol Junqueras', 'Javier Rivas Escamilla', 'Marina Geli i Fàbrega', 'Dolors Bassa', 'Albert Batalla Siscart', 'Xavier Trias', 'Artur Mas', 'Carles Puigdemont', 'Ramon Espadaler Parcerisas', 'Meritxell Borràs i Solé', 'Marta Pascal i Capdevila', 'Sergi Sabrià i Benito', 'Antoni Comín i Oliveres', 'David Pérez i Ibáñez', 'Jordi Turull i Negre', 'Xavier García Albiol'","['Clara Ponsatí i Obiols', 'Alba Vergés i Bosch', 'Marta Rovira i Vergés', 'Meritxell Serret', 'Carme Forcadell', 'Dolors Bassa', 'Magda Casamitjana i Aguilà', 'David Rodríguez González', 'Joaquim Forn', 'Fernando Tomás de Páramo Gómez', 'Lluís Puig i Gordi', 'Xavier Domènech Sampere']"
280,'Bill Hayden',['Zelman Cowen']
300,"'Buddy Carter', 'Barry Loudermilk'","['Buddy Carter', 'Tom Graves', 'Austin Scott', 'Barry Loudermilk']"
320,'Charles I of England',['Charles I of England']
340,"'Karen Sinclair', 'Ann Jones', 'Alun Cairns', 'Peter Law', 'John Marek', 'Elin Jones', 'Leighton Andrews', 'Nick Bourne', 'Glyn Davies', 'David Davies', 'Kirsty Williams', 'Lorraine Barrett', 'Carl Sargeant', 'Ron Davies', 'Mike German, Baron German', 'Rhodri Morgan', 'Edwina Hart', 'Ieuan Wyn Jones', 'Christine Chapman', 'Jane Hutt', 'Jenny Randerson', 'Huw Lewis', 'Dafydd Elis-Thomas', 'Carwyn Jones', 'Lynne Neagle', 'John Griffiths'","['Jenny Randerson', 'Peter Law', 'John Marek', 'Ieuan Wyn Jones', 'Karen Sinclair', 'Lynne Neagle', 'Carl Sargeant', 'Nick Bourne', 'Jane Hutt', 'Kirsty Williams', 'David Davies', 'Alun Cairns', 'Leighton Andrews', 'Ann Jones', 'Rhodri Morgan', 'John Griffiths', 'Carwyn Jones', 'Lorraine Barrett', 'Mike German, Baron German', 'Glyn Davies', 'Dafydd Elis-Thomas', 'Ron Davies', 'Elin Jones', 'Christine Chapman', 'Edwina Hart', 'Huw Lewis']"
360,'John Marincola',"['Denis Feeney', 'Jeffrey Henderson']"
380,"'Pierre Marraud', 'Pedro Montenegro Onel', 'Dominique de Villepin', 'Jean-Pierre Chevènement', 'Nicolas Sarkozy', 'Bernard Cazeneuve', 'Jaime Mayor Oreja', 'Charles Pasqua', 'Juan Alberto Belloch', 'José Manuel Balmaceda', 'Carlos Prats', 'Matthias Fekl', 'Juan José Rosón', 'Jean-Louis Debré', 'Philippe Marchand', 'François-Emmanuel Guignard, comte de Saint-Priest', 'Mariano Rajoy', 'José Barrionuevo', 'Claude Guéant', 'Rodrigo Hinzpeter', 'Gérald Darmanin'",['Pierre Marraud']
400,"'John Russell Young', 'Ainsworth Rand Spofford', 'John Gould Stephenson'",['John Russell Young']
420,'François de La Rochefoucauld',['François de La Rochefoucauld']
