qid,placeholder,placeholder,pred,label
520,,,"['david_s._ward', 'victor_fleming', 'emilio_fernández', 'gary_sinise', 'lewis_milestone', 'john_ford', 'elia_kazan']","['elia_kazan', 'david_s._ward', 'gary_sinise', 'victor_fleming', 'emilio_fernández', 'lewis_milestone', 'john_ford']"
540,,,"['action', 'documentary', 'western', 'comedy', 'horror']","['action', 'horror', 'comedy', 'documentary', 'western']"
560,,,"['william_h._macy', 'ned_beatty', 'selma_blair', 'michael_sheen', 'don_rickles', 'keke_palmer', 'david_morrissey', 'christian_slater', 'meg_ryan', 'colm_feore', 'robert_loggia']","['william_h._macy', 'christopher_reeve', 'michael_sheen', 'joan_crawford', 'colm_feore', 'ned_beatty', 'robert_loggia', 'don_rickles', 'edward_kerr', 'meg_ryan', 'selma_blair', 'david_morrissey', 'keke_palmer', 'fred_macmurray', 'kim_cattrall', 'billy_crudup', 'christian_slater']"
580,,,"['1993', '2010']","['1993', '2010']"
600,,,"['action', 'drama', 'crime', 'war', 'history']","['drama', 'action', 'crime', 'war', 'history']"
620,,,Abstain,['2002']
640,,,"['comedy', 'horror', 'drama', 'biography']","['drama', 'romance', 'horror', 'comedy', 'biography']"
660,,,"['christian_marquand', 'robert_altman', 'joseph_mcgrath', 'dennis_hopper', 'neil_armfield', 'tony_richardson']","['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,"['action', 'drama', 'thriller', 'comedy', 'crime']","['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,Abstain,"['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,Abstain,['paolo_sorrentino']
740,,,"['french', 'italian']","['french', 'italian']"
760,,,Abstain,"['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,Abstain,"['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,Abstain,['1968']
820,,,"['thriller', 'drama', 'comedy', 'war', 'mystery', 'horror']","['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,Abstain,['dylan_thomas']
860,,,"['1992', '1999', '2006', '1989', '1993', '1958', '1978', '2002', '1994', '2010', '2014', '2013', '1997']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1980', '1977', '1978', '1970']","['1977', '1970', '1980', '1978']"
900,,,"['fantasy', 'thriller', 'western', 'comedy', 'mystery', 'horror', 'animation']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['j._lee_thompson', 'john_guillermin', 'george_marshall']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,"['2002', '1999']","['2002', '1999']"
960,,,['jacques_tati'],"['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['action', 'music', 'comedy', 'drama']","['action', 'drama', 'comedy', 'music']"
1000,,,"['2004', '2001', '1994']","['2001', '1988', '2004', '1994']"
1020,,,Abstain,['french']
1040,,,"['peter_finch', 'jim_brown', 'ernest_borgnine', 'laurene_landon', 'hardy_krüger', 'burt_reynolds', 'dean_martin', 'ida_lupino', 'jack_palance', 'eddie_albert', 'kim_novak', 'robert_strauss', 'rock_hudson', 'dorothy_malone', 'ursula_andress', 'jean_hagen', 'wendell_corey', 'richard_attenborough', 'cliff_robertson', 'gene_wilder', 'ben_johnson', 'charles_bronson', 'vicki_frederick', 'anita_ekberg', 'burt_lancaster', 'lee_marvin', 'catherine_deneuve', 'harrison_ford', 'james_stewart', 'ralph_meeker', 'kirk_douglas', 'gary_cooper', 'martine_carol', 'joan_crawford', 'paul_winfield', 'cesar_romero', 'frank_sinatra', 'denise_darcel', 'jeff_chandler', 'bette_davis', 'peter_falk', 'joseph_cotten']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,Abstain,['persian']
1080,,,"['action', 'thriller', 'drama', 'comedy', 'crime', 'music', 'horror']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,Abstain,"['action', 'comedy', 'thriller', 'crime']"
1120,,,Abstain,['dominik_moll']
1140,,,"['2001', '1996', '2003', '2005', '2007']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,"['jim_varney', 'iron_eyes_cody']","['jim_varney', 'iron_eyes_cody']"
1180,,,"['marjorie_carleton', 'charles_hoffman', 'thomas_job', 'edith_kneipple_roberts', 'margaret_kennedy', 'martin_vale', 'wilkie_collins']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,"['jason_robards', 'tilda_swinton', 'vanessa_redgrave', 'jane_fonda']","['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['war', 'drama']","['drama', 'war']"
1240,,,"['1999', '2001', '2012', '2002', '2005', '2007', '2004', '2000', '2010', '2013', '1997', '2009']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,Abstain,['japanese']
1280,,,"['1931', '1985', '1981', '1937', '1922', '1999', '1952', '1936', '1994', '1941', '1948', '1938', '1932', '1947', '1946', '2001', '1996', '1951', '2008']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,"['1963', '1941', '1944']","['1941', '1944', '1963']"
1340,,,"['rosalind_keating_shaffer', 'john_huston', 'sid_silvers', 'booth_tarkington', 'jack_mcgowan', 'dashiell_hammett', 'maude_fulton', 'harry_w._conn', 'brown_holmes', 'moss_hart']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,"['david_paymer', 'catherine_deneuve', 'richard_basehart', 'peter_ustinov', 'leo_genn', 'guillaume_depardieu', 'gregory_peck', 'robert_ryan', 'yekaterina_golubeva', 'crispin_glover']","['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,['2011'],['2011']
1400,,,"['2001', '1996', '1999', '2002', '2005', '1993', '2003', '1990', '1995', '2007', '1974', '2011', '2000', '2013', '1975']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,"['robert_meyer_burnett', 'mark_a._altman']","['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['desmond_davis', 'michael_anderson', 'david_greene', 'robert_zemeckis', 'richard_stanley', 'harold_prince', 'clive_donner', 'lech_majewski', 'marty_feldman', 'jay_roach', 'stanley_donen', 'robert_marcarelli', 'martin_scorsese', 'john_frankenheimer', 'steven_soderbergh', 'don_taylor', 'alan_j._pakula']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['santo_cilauro', 'elfriede_jelinek', 'michael_haneke', 'tom_gleisner', 'rob_sitch']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1972', '1978']","['1978', '1960', '1972', '1979', '1961']"
1500,,,"['andrew_marton', 'fritz_lang', 'george_marshall', 'clarence_brown', 'vincente_minnelli', 'george_cukor', 'george_seaton', 'henry_hathaway', 'luis_mandoki', 'robert_wise', 'elia_kazan', 'mark_robson', 'john_gilling']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['comedy', 'horror']","['horror', 'comedy']"
1540,,,"['action', 'romance', 'thriller', 'drama', 'comedy', 'crime', 'mystery', 'horror']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['action', 'fantasy', 'drama', 'war', 'music', 'adventure']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,Abstain,"['lee_van_cleef', 'jack_palance']"
1600,,,Abstain,"['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['drama', 'thriller', 'comedy', 'crime', 'mystery']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['crime', 'drama']","['drama', 'crime']"
1660,,,"['irwin_winkler', 'richard_price', 'jay_cocks', 'gerald_kersh']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['action', 'drama', 'thriller', 'comedy', 'war', 'mystery', 'horror']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['susan_sarandon', 'tye_sheridan', 'ronnie_gene_blevins', 'nicolas_cage']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1931', '1950', '1932', '1929', '1946', '1933']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,"['keith_poulson', 'russ_tamblyn', 'paul_douglas', 'anthony_hopkins', 'rita_moreno', 'richard_burton', 'william_holden', 'nastassja_kinski', 'christopher_plummer', 'jacques_sernas', 'stanley_baker', 'richard_johnson', 'walter_slezak', 'rossana_podestà', 'boris_karloff', 'barbara_bel_geddes', 'owen_wilson', 'fredric_march', 'jean_simmons', 'david_wayne', 'valentina_cortese', 'keanu_reeves', 'richard_attenborough', 'michael_rennie', 'candice_bergen', 'julie_harris', 'jess_weixler', 'barbara_stanwyck', 'lawrence_tierney', 'patricia_neal', 'claire_bloom', 'liam_neeson', 'james_cagney', 'andrew_mccarthy', 'arthur_hill', 'james_olson', 'robert_mitchum', 'cedric_hardwicke', 'simon_oakland', 'steve_mcqueen', 'bela_lugosi', 'susan_hayward', 'ruby_dee', 'anthony_franciosa', 'theodore_bikel', 'kate_reid', 'robert_preston', 'richard_crenna', 'julie_andrews', 'hugh_marlowe', 'richard_beymer', 'susan_swift', 'richard_basehart', 'shirley_maclaine', 'george_c._scott', 'william_lundigan', 'claire_trevor', 'nick_offerman', 'peter_falk', 'lili_taylor', 'marsha_mason']","['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,"['ray_stevenson', 'jeroen_krabbé', 'christopher_walken', 'val_kilmer', ""vincent_d'onofrio"", 'kim_miyori', 'dolph_lundgren', 'elisabeth_shue']","['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,Abstain,"['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,Abstain,"['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,Abstain,['drama']
1840,,,Abstain,"['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,Abstain,['kazuaki_kiriya']
1880,,,"['2005', '1998', '2000', '1981', '2014', '1987', '1992', '1999', '1994', '1948', '1988', '2013', '1946', '2001', '1996', '2008', '1997', '1991', '1982']","['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,Abstain,"['german', 'french']"
1920,,,"['action', 'drama', 'biography', 'crime', 'comedy', 'adventure']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,Abstain,['comedy']
1960,,,"['1945', '1972', '1966', '1981', '1942', '1964', '1955', '1959', '1970', '1974', '1953', '1961', '1943', '1944', '1957', '1939', '1941', '1948', '1996', '1951', '1960', '1963', '1954']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,Abstain,"['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
