qid,placeholder,placeholder,pred,label
440,,,"['1999', '1983', '1981', '2007', '1960', '1936', '1977', '1991', '1920', '1992', '1979', '1972', '2006', '2002', '2009', '2001', '1995']","['1991', '1920', '1992', '1995', '1983', '1979', '1981', '1977', '1960', '1972', '2002', '1999', '2001', '2006', '2007', '2009', '1936']"
460,,,"['jason_biggs', 'alyson_hannigan', 'chris_klein', 'hugh_grant', 'thomas_ian_nicholas', 'nicholas_hoult']","['chris_klein', 'hugh_grant', 'nicholas_hoult', 'jason_biggs', 'alyson_hannigan', 'thomas_ian_nicholas']"
480,,,"['crime', 'action', 'drama']","['action', 'drama', 'crime']"
500,,,"['richard_brooks', 'alf_sjöberg', 'horace_mccoy', 'thomas_t._flynn', 'frank_burt', 'claude_stanush', 'pär_lagerkvist', 'philip_yordan', 'sinclair_lewis', 'robert_buckner', 'baynard_kendrick', 'david_dortort']","['don_mankiewicz', 'thomas_t._flynn', 'horace_mccoy', 'baynard_kendrick', 'philip_yordan', 'sinclair_lewis', 'david_dortort', 'robert_buckner', 'frank_burt', 'claude_stanush', 'richard_brooks', 'alf_sjöberg', 'pär_lagerkvist']"
520,,,"['gary_sinise', 'victor_fleming', 'david_s._ward', 'elia_kazan', 'john_ford', 'emilio_fernández']","['elia_kazan', 'david_s._ward', 'gary_sinise', 'victor_fleming', 'emilio_fernández', 'lewis_milestone', 'john_ford']"
540,,,"['horror', 'documentary', 'action', 'western', 'comedy']","['action', 'horror', 'comedy', 'documentary', 'western']"
560,,,"['billy_crudup', 'meg_ryan', 'christopher_reeve', 'keke_palmer', 'selma_blair', 'christian_slater', 'ned_beatty', 'fred_macmurray', 'david_morrissey', 'michael_sheen', 'joan_crawford', 'kim_cattrall', 'edward_kerr', 'robert_loggia', 'colm_feore', 'don_rickles', 'william_h._macy']","['william_h._macy', 'christopher_reeve', 'michael_sheen', 'joan_crawford', 'colm_feore', 'ned_beatty', 'robert_loggia', 'don_rickles', 'edward_kerr', 'meg_ryan', 'selma_blair', 'david_morrissey', 'keke_palmer', 'fred_macmurray', 'kim_cattrall', 'billy_crudup', 'christian_slater']"
580,,,"['2010', '1993']","['1993', '2010']"
600,,,"['crime', 'drama', 'history', 'action', 'war']","['drama', 'action', 'crime', 'war', 'history']"
620,,,['2002'],['2002']
640,,,"['drama', 'romance', 'horror', 'biography', 'comedy']","['drama', 'romance', 'horror', 'comedy', 'biography']"
660,,,"['joseph_mcgrath', 'dennis_hopper', 'robert_altman', 'christian_marquand', 'tony_richardson', 'neil_armfield']","['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,"['crime', 'drama', 'thriller', 'action', 'comedy']","['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,Abstain,"['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,['paolo_sorrentino'],['paolo_sorrentino']
740,,,"['italian', 'french']","['french', 'italian']"
760,,,"['barbara_wilson', 'shelly_gitlow', 'fay_weldon', 'mark_r._burns', 'susan_seidelman', 'david_cramer', 'barry_strugatz']","['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,"['david_lynch', 'kevin_macdonald', 'david_gordon_green', 'jon_turteltaub', 'wes_craven', 'steven_spielberg', 'don_bluth', 'jonathan_kaplan', 'mel_brooks', 'edward_zwick', 'donald_petrie', 'arie_posin', 'stephen_daldry', 'doug_liman', 'jon_amiel', 'harold_becker', 'carl_reiner', 'john_dahl', 'wim_wenders', 'steve_miner', 'roland_emmerich', 'mike_figgis', 'jake_kasdan', 'gary_goldman', 'curtiss_clayton']","['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,Abstain,['1968']
820,,,"['drama', 'mystery', 'horror', 'thriller', 'adventure', 'war', 'comedy']","['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,['dylan_thomas'],['dylan_thomas']
860,,,"['1999', '2014', '1993', '2013', '1978', '1992', '2002', '1994', '2006', '1989', '1997', '2010']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1977', '1970', '1978', '1980']","['1977', '1970', '1980', '1978']"
900,,,"['mystery', 'horror', 'musical', 'thriller', 'fantasy', 'animation', 'western', 'comedy']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['j._lee_thompson', 'george_marshall', 'john_guillermin']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,"['1999', '2002']","['2002', '1999']"
960,,,['jacques_tati'],"['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['drama', 'action', 'music', 'comedy']","['action', 'drama', 'comedy', 'music']"
1000,,,"['2004', '1994', '1988', '2001']","['2001', '1988', '2004', '1994']"
1020,,,['french'],['french']
1040,,,"['joseph_cotten', 'jeff_chandler', 'dorothy_malone', 'cliff_robertson', 'gary_cooper', 'laurene_landon', 'charles_bronson', 'bette_davis', 'paul_winfield', 'ben_johnson', 'jean_hagen', 'james_stewart', 'peter_falk', 'ida_lupino', 'denise_darcel', 'burt_reynolds', 'anita_ekberg', 'peter_finch', 'ralph_meeker', 'hardy_krüger', 'harrison_ford', 'wendell_corey', 'kim_novak', 'kirk_douglas', 'ernest_borgnine', 'dean_martin', 'cesar_romero', 'vicki_frederick', 'frank_sinatra', 'rock_hudson', 'jack_palance', 'gene_wilder', 'ursula_andress', 'burt_lancaster', 'richard_attenborough', 'jim_brown', 'martine_carol', 'catherine_deneuve', 'lee_marvin']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,['persian'],['persian']
1080,,,"['crime', 'music', 'drama', 'horror', 'thriller', 'action', 'comedy']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,"['crime', 'action', 'thriller', 'comedy']","['action', 'comedy', 'thriller', 'crime']"
1120,,,['dominik_moll'],['dominik_moll']
1140,,,"['2005', '1996', '2003', '2007', '2001', '1995']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,"['jim_varney', 'iron_eyes_cody']","['jim_varney', 'iron_eyes_cody']"
1180,,,"['thomas_job', 'wilkie_collins', 'marjorie_carleton', 'margaret_kennedy', 'edith_kneipple_roberts', 'charles_hoffman', 'martin_vale']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,Abstain,"['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['war', 'drama']","['drama', 'war']"
1240,,,"['2005', '1999', '2004', '2012', '2000', '2013', '2002', '2001', '2009', '1997', '2010']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,['japanese'],['japanese']
1280,,,"['1948', '1936', '1994', '1947', '1954', '1938', '1996', '1937', '1933', '1999', '1932', '1952', '1941', '1981', '2001', '1946', '1985', '2010', '1922', '2008', '1931']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,Abstain,"['1941', '1944', '1963']"
1340,,,"['rosalind_keating_shaffer', 'jack_mcgowan', 'booth_tarkington', 'edgar_allan_poe', 'moss_hart', 'harry_w._conn', 'devery_freeman', 'brown_holmes', 'sid_silvers', 'dashiell_hammett', 'john_d._klorer', 'john_huston', 'maude_fulton', 'roland_kibbee', 'george_s._kaufman']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,Abstain,"['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,['2011'],['2011']
1400,,,"['1999', '2005', '1993', '2000', '1996', '2003', '2013', '1973', '2007', '1990', '2002', '2001', '2011', '1995', '1975']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,"['robert_meyer_burnett', 'mark_a._altman']","['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['michael_anderson', 'martin_scorsese', 'desmond_davis', 'john_frankenheimer', 'stanley_donen', 'richard_stanley', 'don_taylor', 'robert_zemeckis', 'marty_feldman', 'harold_prince', 'david_greene', 'robert_marcarelli', 'lech_majewski', 'clive_donner', 'alan_j._pakula', 'steven_soderbergh']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['rob_sitch', 'tom_gleisner', 'santo_cilauro', 'elfriede_jelinek', 'michael_haneke']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1960', '1978', '1972', '1979', '1961']","['1978', '1960', '1972', '1979', '1961']"
1500,,,"['henry_hathaway', 'fritz_lang', 'mark_robson', 'george_marshall', 'clarence_brown', 'robert_wise', 'george_cukor', 'elia_kazan', 'vincente_minnelli', 'andrew_marton', 'george_seaton', 'john_gilling']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['horror', 'comedy']","['horror', 'comedy']"
1540,,,"['crime', 'drama', 'mystery', 'horror', 'thriller', 'action', 'comedy']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['music', 'drama', 'fantasy', 'adventure', 'action', 'war', 'comedy']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,Abstain,"['lee_van_cleef', 'jack_palance']"
1600,,,"['art_carney', 'richard_dreyfuss', 'jill_clayburgh', 'bette_midler', 'susan_anspach', 'cleavant_derricks', 'susan_sarandon', 'robin_williams', 'meg_mazursky', 'ellen_burstyn', 'little_richard', 'george_segal', 'gena_rowlands', 'alejandro_rey', 'donald_sutherland', 'john_cassavetes', 'nick_nolte', 'marsha_mason', 'woody_allen', 'kris_kristofferson']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['crime', 'drama', 'mystery', 'thriller', 'comedy']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['crime', 'drama']","['drama', 'crime']"
1660,,,"['richard_price', 'gerald_kersh', 'irwin_winkler', 'jay_cocks']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['drama', 'mystery', 'horror', 'thriller', 'adventure', 'action', 'war', 'comedy']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1929', '1950', '1932', '1946', '1933', '1931']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,Abstain,"['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,"['val_kilmer', 'elisabeth_shue', 'jeroen_krabbé', ""vincent_d'onofrio"", 'ray_stevenson', 'christopher_walken', 'dolph_lundgren', 'kim_miyori']","['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,"['jonathan_ames', 'shari_springer_berman', 'nicola_kraus', 'harvey_pekar', 'robert_pulcini', 'emma_mclaughlin', 'eleanor_henderson', 'joyce_brabner']","['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,"['john_hughes', 'patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'domonic_muir', 'dodie_smith', 'david_loughery', 'john_j._mclaughlin', 'scott_lobdell', 'george_macdonald_fraser']","['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,['drama'],['drama']
1840,,,Abstain,"['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,['kazuaki_kiriya'],['kazuaki_kiriya']
1880,,,Abstain,"['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,"['german', 'french']","['german', 'french']"
1920,,,"['crime', 'drama', 'biography', 'adventure', 'action', 'comedy']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,['comedy'],['comedy']
1960,,,"['1944', '1996', '1948', '1960', '1959']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,"['art_linson', 'amy_heckerling', 'cameron_crowe', 'mateo_gil', 'alejandro_amenábar']","['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
