qid,placeholder,placeholder,pred,label
1040,,,"['laurene_landon', 'vicki_frederick', 'gary_cooper', 'dorothy_malone', 'jean_hagen', 'ida_lupino', 'ben_johnson', 'joan_crawford', 'gene_wilder', 'anita_ekberg', 'bette_davis', 'catherine_deneuve', 'peter_finch', 'kirk_douglas', 'ralph_meeker', 'jeff_chandler', 'martine_carol', 'cesar_romero', 'kim_novak', 'jack_palance', 'charles_bronson', 'harrison_ford', 'burt_reynolds', 'hardy_krüger', 'paul_winfield', 'ernest_borgnine', 'richard_attenborough', 'burt_lancaster', 'dean_martin', 'rock_hudson', 'joseph_cotten', 'jim_brown', 'wendell_corey', 'frank_sinatra', 'lee_marvin', 'james_stewart', 'denise_darcel', 'ursula_andress', 'cliff_robertson', 'peter_falk']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,['persian'],['persian']
1080,,,"['music', 'action', 'drama', 'thriller', 'crime', 'horror', 'comedy']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,"['thriller', 'crime', 'comedy', 'action']","['action', 'comedy', 'thriller', 'crime']"
1120,,,['dominik_moll'],['dominik_moll']
1140,,,"['2005', '1996', '2003', '2007', '1995', '2001']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,['jim_varney'],"['jim_varney', 'iron_eyes_cody']"
1180,,,"['thomas_job', 'marjorie_carleton', 'wilkie_collins', 'martin_vale', 'edith_kneipple_roberts', 'charles_hoffman', 'margaret_kennedy']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,"['jane_fonda', 'jason_robards', 'vanessa_redgrave', 'tilda_swinton']","['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['drama', 'war']","['drama', 'war']"
1240,,,"['2005', '2012', '2002', '1999', '2013', '2007', '2004', '2010', '2009', '2001', '2000']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,['japanese'],['japanese']
1280,,,"['1948', '1946', '1932', '1937', '2008', '1947', '1985', '1941', '1994', '1936', '2001', '1938', '1981', '1954', '1999', '1922', '1952', '1996', '1931']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,Abstain,"['1941', '1944', '1963']"
1340,,,"['rosalind_keating_shaffer', 'john_d._klorer', 'harry_w._conn', 'roland_kibbee', 'george_s._kaufman', 'edgar_allan_poe', 'booth_tarkington', 'devery_freeman', 'moss_hart', 'jack_mcgowan', 'sid_silvers', 'maude_fulton', 'john_huston', 'dashiell_hammett', 'brown_holmes']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,Abstain,"['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,['2011'],['2011']
1400,,,"['2005', '2011', '1996', '1975', '1999', '2002', '1995', '1993', '2013', '2003', '2007', '1990', '1973', '2001', '1974', '2000']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,"['mark_a._altman', 'robert_meyer_burnett']","['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['marty_feldman', 'michael_anderson', 'martin_scorsese', 'robert_zemeckis', 'desmond_davis', 'alan_j._pakula', 'harold_prince', 'john_frankenheimer', 'lech_majewski', 'steven_soderbergh', 'clive_donner', 'david_greene', 'richard_stanley', 'don_taylor', 'robert_marcarelli', 'jay_roach', 'stanley_donen']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['tom_gleisner', 'michael_haneke', 'elfriede_jelinek', 'rob_sitch', 'santo_cilauro']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1979', '1978', '1972', '1961', '1960']","['1978', '1960', '1972', '1979', '1961']"
1500,,,"['george_cukor', 'robert_wise', 'george_seaton', 'mark_robson', 'clarence_brown', 'henry_hathaway', 'vincente_minnelli', 'john_gilling', 'george_marshall', 'luis_mandoki', 'fritz_lang', 'elia_kazan', 'andrew_marton']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['horror', 'comedy']","['horror', 'comedy']"
1540,,,"['romance', 'action', 'drama', 'thriller', 'mystery', 'crime', 'horror', 'comedy']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['adventure', 'music', 'fantasy', 'action', 'drama', 'war']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,"['jack_palance', 'lee_van_cleef']","['lee_van_cleef', 'jack_palance']"
1600,,,"['cleavant_derricks', 'marsha_mason', 'kris_kristofferson', 'robin_williams', 'bette_midler', 'little_richard', 'jill_clayburgh', 'ellen_burstyn', 'gena_rowlands', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'donald_sutherland', 'richard_dreyfuss', 'susan_anspach', 'george_segal', 'john_cassavetes', 'art_carney', 'woody_allen', 'nick_nolte']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['drama', 'thriller', 'mystery', 'crime', 'comedy']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['drama', 'crime']","['drama', 'crime']"
1660,,,"['richard_price', 'gerald_kersh', 'irwin_winkler', 'jay_cocks']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['adventure', 'action', 'drama', 'war', 'thriller', 'mystery', 'horror', 'comedy']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['tye_sheridan', 'susan_sarandon', 'ronnie_gene_blevins', 'nicolas_cage']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1950', '1929', '1946', '2014', '1932', '1931', '1933']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,Abstain,"['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,"['kim_miyori', 'ray_stevenson', 'val_kilmer', 'jeroen_krabbé', 'christopher_walken', 'dolph_lundgren', 'elisabeth_shue']","['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,"['eleanor_henderson', 'joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'nicola_kraus', 'harvey_pekar']","['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,"['dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_hughes', 'scott_lobdell', 'don_keith_opper', 'david_loughery', 'stephen_herek', 'john_j._mclaughlin']","['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,['drama'],['drama']
1840,,,Abstain,"['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,['kazuaki_kiriya'],['kazuaki_kiriya']
1880,,,"['1988', '2005', '1996', '1999', '2013', '1994', '1991', '2014', '1997', '1987', '2000', '1992', '1998', '2008', '2001', '1982', '1981']","['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,"['french', 'german']","['german', 'french']"
1920,,,"['adventure', 'action', 'drama', 'biography', 'crime', 'comedy']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,['comedy'],['comedy']
1960,,,"['1995', '1948', '1970', '1951', '1961', '1945', '1959', '1942', '1941', '1957', '1939', '1998', '1944', '1974', '1981', '1954', '1943', '1972', '1963', '1953', '1931', '1955', '1960', '1966', '1940', '1964']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,"['amy_heckerling', 'art_linson', 'cameron_crowe', 'mateo_gil', 'alejandro_amenábar']","['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
