qid,placeholder,placeholder,pred,label
500,,,"['richard_brooks', 'pär_lagerkvist', 'claude_stanush', 'sinclair_lewis', 'frank_burt', 'baynard_kendrick', 'david_dortort', 'robert_buckner', 'philip_yordan', 'alf_sjöberg', 'thomas_t._flynn', 'horace_mccoy', 'don_mankiewicz']","['don_mankiewicz', 'thomas_t._flynn', 'horace_mccoy', 'baynard_kendrick', 'philip_yordan', 'sinclair_lewis', 'david_dortort', 'robert_buckner', 'frank_burt', 'claude_stanush', 'richard_brooks', 'alf_sjöberg', 'pär_lagerkvist']"
520,,,"['emilio_fernández', 'john_ford', 'elia_kazan', 'gary_sinise', 'lewis_milestone', 'david_s._ward', 'victor_fleming']","['elia_kazan', 'david_s._ward', 'gary_sinise', 'victor_fleming', 'emilio_fernández', 'lewis_milestone', 'john_ford']"
540,,,"['action', 'documentary', 'horror', 'comedy', 'western']","['action', 'horror', 'comedy', 'documentary', 'western']"
560,,,"['don_rickles', 'keke_palmer', 'robert_loggia', 'edward_kerr', 'david_morrissey', 'michael_sheen', 'selma_blair', 'joan_crawford', 'colm_feore', 'billy_crudup', 'meg_ryan', 'christopher_reeve', 'christian_slater', 'ned_beatty', 'william_h._macy', 'fred_macmurray', 'kim_cattrall']","['william_h._macy', 'christopher_reeve', 'michael_sheen', 'joan_crawford', 'colm_feore', 'ned_beatty', 'robert_loggia', 'don_rickles', 'edward_kerr', 'meg_ryan', 'selma_blair', 'david_morrissey', 'keke_palmer', 'fred_macmurray', 'kim_cattrall', 'billy_crudup', 'christian_slater']"
580,,,"['2010', '1993']","['1993', '2010']"
600,,,"['crime', 'action', 'history', 'war', 'drama']","['drama', 'action', 'crime', 'war', 'history']"
620,,,['2002'],['2002']
640,,,"['biography', 'romance', 'horror', 'drama', 'comedy']","['drama', 'romance', 'horror', 'comedy', 'biography']"
660,,,"['joseph_mcgrath', 'tony_richardson', 'neil_armfield', 'robert_altman', 'dennis_hopper', 'christian_marquand']","['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,"['crime', 'action', 'thriller', 'drama', 'comedy']","['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,"['2010', '2011', '1986', '1965', '1967', '1994', '2002', '1999', '1982', '2005', '1948', '1974', '1976', '2013', '1979', '1988', '1971', '1992']","['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,['paolo_sorrentino'],['paolo_sorrentino']
740,,,"['french', 'italian']","['french', 'italian']"
760,,,"['susan_seidelman', 'shelly_gitlow', 'mark_r._burns', 'david_cramer', 'barry_strugatz', 'barbara_wilson', 'fay_weldon']","['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,"['david_gordon_green', 'harold_becker', 'mike_figgis', 'jonathan_kaplan', 'roland_emmerich', 'mel_brooks', 'gary_goldman', 'doug_liman', 'jake_kasdan', 'curtiss_clayton', 'donald_petrie', 'steven_spielberg', 'wes_craven', 'edward_zwick', 'stephen_daldry', 'david_lynch', 'don_bluth', 'jon_amiel', 'steve_miner', 'wim_wenders', 'arie_posin', 'john_dahl', 'carl_reiner', 'kevin_macdonald', 'jon_turteltaub']","['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,['1968'],['1968']
820,,,"['mystery', 'horror', 'war', 'thriller', 'drama', 'comedy']","['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,['dylan_thomas'],['dylan_thomas']
860,,,"['2010', '1993', '1978', '1994', '2002', '1999', '1989', '2006', '2013', '1958', '1997', '2014', '1992']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1980', '1970', '1978', '1977']","['1977', '1970', '1980', '1978']"
900,,,"['mystery', 'horror', 'animation', 'thriller', 'fantasy', 'western', 'comedy', 'musical']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['j._lee_thompson', 'john_guillermin', 'george_marshall']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,"['2002', '1999']","['2002', '1999']"
960,,,"['jacques_tati', 'sylvain_chomet', 'neil_burger']","['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['music', 'drama', 'action', 'comedy']","['action', 'drama', 'comedy', 'music']"
1000,,,"['1994', '2004', '2001', '1988']","['2001', '1988', '2004', '1994']"
1020,,,['french'],['french']
1040,,,"['peter_finch', 'paul_winfield', 'cesar_romero', 'ida_lupino', 'ben_johnson', 'bruce_davison', 'dean_martin', 'laurene_landon', 'martine_carol', 'robert_strauss', 'dorothy_malone', 'gene_wilder', 'eddie_albert', 'gary_cooper', 'kim_novak', 'burt_lancaster', 'wendell_corey', 'anita_ekberg', 'richard_attenborough', 'cliff_robertson', 'jean_hagen', 'ernest_borgnine', 'catherine_deneuve', 'joseph_cotten', 'peter_falk', 'ralph_meeker', 'james_stewart', 'joan_crawford', 'frank_sinatra', 'jeff_chandler', 'harrison_ford', 'denise_darcel', 'rock_hudson', 'kirk_douglas', 'bette_davis', 'burt_reynolds', 'lee_marvin', 'hardy_krüger', 'charles_bronson', 'richard_jaeckel', 'ursula_andress', 'jim_brown', 'jack_palance', 'vicki_frederick']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,['persian'],['persian']
1080,,,"['music', 'crime', 'action', 'horror', 'thriller', 'drama', 'comedy']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,"['crime', 'thriller', 'action', 'comedy']","['action', 'comedy', 'thriller', 'crime']"
1120,,,['dominik_moll'],['dominik_moll']
1140,,,"['2001', '2007', '1996', '2003', '2005', '1980', '1995', '1983']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,"['iron_eyes_cody', 'jim_varney']","['jim_varney', 'iron_eyes_cody']"
1180,,,"['wilkie_collins', 'martin_vale', 'edith_kneipple_roberts', 'charles_hoffman', 'margaret_kennedy', 'marjorie_carleton', 'thomas_job']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,"['jason_robards', 'tilda_swinton', 'vanessa_redgrave', 'jane_fonda']","['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['war', 'drama']","['drama', 'war']"
1240,,,"['2010', '2004', '2000', '2001', '2007', '2002', '1999', '2005', '2012', '2006', '2013', '1997', '2009']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,['japanese'],['japanese']
1280,,,"['2001', '1999', '1938', '1985', '1952', '1994', '2008', '1932', '2010', '1937', '1936', '1933', '1996', '1981', '1954', '1941', '1948', '1951', '1947', '1946']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,"['1941', '1963', '1944']","['1941', '1944', '1963']"
1340,,,"['devery_freeman', 'george_s._kaufman', 'maude_fulton', 'moss_hart', 'jack_mcgowan', 'brown_holmes', 'sid_silvers', 'dashiell_hammett', 'edgar_allan_poe', 'john_d._klorer', 'harry_w._conn', 'rosalind_keating_shaffer', 'roland_kibbee', 'booth_tarkington', 'john_huston']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,Abstain,"['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,['2011'],['2011']
1400,,,"['2011', '1993', '1975', '2000', '2001', '2007', '1996', '2002', '2003', '1999', '2005', '1974', '1995', '2013', '1990', '1973']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,"['robert_meyer_burnett', 'mark_a._altman']","['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['clive_donner', 'harold_prince', 'alan_j._pakula', 'robert_marcarelli', 'martin_scorsese', 'lech_majewski', 'robert_zemeckis', 'john_frankenheimer', 'david_greene', 'don_taylor', 'desmond_davis', 'stanley_donen', 'robert_altman', 'richard_stanley', 'marty_feldman', 'steven_soderbergh', 'jay_roach', 'michael_anderson']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['tom_gleisner', 'michael_haneke', 'santo_cilauro', 'rob_sitch', 'elfriede_jelinek']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1978', '1961', '1979', '1972', '1960']","['1978', '1960', '1972', '1979', '1961']"
1500,,,"['robert_wise', 'mark_robson', 'andrew_marton', 'elia_kazan', 'henry_hathaway', 'clarence_brown', 'vincente_minnelli', 'fritz_lang', 'luis_mandoki', 'george_cukor', 'john_gilling', 'george_seaton', 'george_marshall']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['comedy', 'horror']","['horror', 'comedy']"
1540,,,"['crime', 'action', 'mystery', 'romance', 'horror', 'thriller', 'drama', 'comedy']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['music', 'action', 'adventure', 'war', 'fantasy', 'comedy', 'drama']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,"['lee_van_cleef', 'jack_palance']","['lee_van_cleef', 'jack_palance']"
1600,,,"['woody_allen', 'bette_midler', 'alejandro_rey', 'nick_nolte', 'kris_kristofferson', 'susan_sarandon', 'donald_sutherland', 'meg_mazursky', 'john_cassavetes', 'susan_anspach', 'cleavant_derricks', 'art_carney', 'little_richard', 'jill_clayburgh', 'robin_williams', 'ellen_burstyn', 'gena_rowlands', 'marsha_mason', 'richard_dreyfuss', 'george_segal']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['crime', 'mystery', 'thriller', 'drama', 'comedy']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['crime', 'drama']","['drama', 'crime']"
1660,,,"['jay_cocks', 'richard_price', 'irwin_winkler', 'gerald_kersh']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['action', 'mystery', 'horror', 'adventure', 'war', 'thriller', 'drama', 'comedy']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['susan_sarandon', 'nicolas_cage', 'tye_sheridan', 'ronnie_gene_blevins']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1933', '1937', '1931', '1929', '1950', '2014', '1932', '1946']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,"['barbara_bel_geddes', 'theodore_bikel', 'claire_trevor', 'hugh_marlowe', 'jacques_sernas', 'william_lundigan', 'rossana_podestà', 'cedric_hardwicke', 'susan_hayward', 'patricia_neal', 'steve_mcqueen', 'valentina_cortese', 'george_c._scott', 'anthony_hopkins', 'james_cagney', 'keith_poulson', 'ruby_dee', 'barbara_stanwyck', 'richard_burton', 'richard_attenborough', 'simon_oakland', 'shirley_maclaine', 'susan_swift', 'robert_mitchum', 'michael_rennie', 'jess_weixler', 'owen_wilson', 'richard_basehart', 'david_wayne', 'paul_douglas', 'bela_lugosi', 'peter_falk', 'robert_preston', 'andrew_mccarthy', 'nick_offerman', 'lawrence_tierney', 'candice_bergen', 'boris_karloff', 'james_olson', 'claire_bloom', 'richard_crenna', 'richard_beymer', 'lili_taylor', 'arthur_hill', 'nastassja_kinski', 'richard_johnson', 'walter_slezak', 'kate_reid', 'natalie_wood', 'audrey_totter', 'robert_ryan', 'julie_andrews', 'russ_tamblyn', 'anthony_franciosa', 'william_holden', 'stanley_baker', 'julie_harris', 'christopher_plummer', 'keanu_reeves', 'liam_neeson', 'marsha_mason', 'jean_simmons', 'rita_moreno', 'fredric_march']","['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,Abstain,"['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,"['eleanor_henderson', 'joyce_brabner', 'shari_springer_berman', 'jonathan_ames', 'nicola_kraus', 'emma_mclaughlin', 'robert_pulcini', 'harvey_pekar']","['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,"['domonic_muir', 'john_j._mclaughlin', 'john_hughes', 'don_keith_opper', 'patrick_sheane_duncan', 'dodie_smith', 'scott_lobdell', 'george_macdonald_fraser', 'david_loughery']","['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,['drama'],['drama']
1840,,,"['harold_becker', 'martin_scorsese', 'dan_scanlon', 'gillies_mackinnon', 'ethan_coen', 'gregory_hoblit', 'jonathan_teplitzky', 'sylvie_verheyde', 'uli_edel', 'steven_spielberg', 'milcho_manchevski', 'david_caesar', 'pete_docter', 'ben_affleck', 'joel_coen', 'philipp_stölzl', 'jim_mcbride', 'lee_unkrich', 'david_silverman', 'frank_marshall', 'larry_charles', 'brian_levant', 'joe_dante', 'matt_aselton', 'zack_snyder', 'glenn_jordan', 'elia_kazan', 'john_erman', 'david_byrne', 'luis_mandoki', 'david_kendall', 'bryan_gordon', 'george_cukor', 'mike_nichols']","['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,['kazuaki_kiriya'],['kazuaki_kiriya']
1880,,,"['2000', '1994', '2001', '1998', '1996', '1987', '1999', '2005', '1982', '1991', '1948', '2013', '1997', '2014', '1992', '1988', '2008', '1946']","['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,"['french', 'german']","['german', 'french']"
1920,,,"['biography', 'crime', 'action', 'romance', 'adventure', 'drama', 'comedy']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,['comedy'],['comedy']
1960,,,"['1945', '1940', '1963', '1939', '1966', '1960', '1998', '1944', '1964', '1957', '1942', '1970', '1943', '1996', '1931', '1959', '1961', '1974', '1955', '1995', '1981', '1953', '1954', '1948', '1941', '1951', '1972']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,"['amy_heckerling', 'art_linson', 'mateo_gil', 'alejandro_amenábar', 'cameron_crowe']","['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
