qid,placeholder,placeholder,pred,label
500,,,Abstain,"['don_mankiewicz', 'thomas_t._flynn', 'horace_mccoy', 'baynard_kendrick', 'philip_yordan', 'sinclair_lewis', 'david_dortort', 'robert_buckner', 'frank_burt', 'claude_stanush', 'richard_brooks', 'alf_sjöberg', 'pär_lagerkvist']"
520,,,"['emilio_fernández', 'david_s._ward', 'victor_fleming', 'john_ford', 'lewis_milestone', 'elia_kazan', 'gary_sinise']","['elia_kazan', 'david_s._ward', 'gary_sinise', 'victor_fleming', 'emilio_fernández', 'lewis_milestone', 'john_ford']"
540,,,"['horror', 'documentary', 'western', 'action', 'comedy']","['action', 'horror', 'comedy', 'documentary', 'western']"
560,,,"['joan_crawford', 'michael_sheen', 'fred_macmurray', 'christopher_reeve', 'billy_crudup', 'keke_palmer', 'edward_kerr', 'david_morrissey', 'kim_cattrall', 'ned_beatty', 'don_rickles', 'colm_feore', 'robert_loggia', 'meg_ryan', 'christian_slater', 'william_h._macy', 'selma_blair']","['william_h._macy', 'christopher_reeve', 'michael_sheen', 'joan_crawford', 'colm_feore', 'ned_beatty', 'robert_loggia', 'don_rickles', 'edward_kerr', 'meg_ryan', 'selma_blair', 'david_morrissey', 'keke_palmer', 'fred_macmurray', 'kim_cattrall', 'billy_crudup', 'christian_slater']"
580,,,Abstain,"['1993', '2010']"
600,,,"['action', 'drama']","['drama', 'action', 'crime', 'war', 'history']"
620,,,Abstain,['2002']
640,,,"['drama', 'horror', 'comedy', 'biography']","['drama', 'romance', 'horror', 'comedy', 'biography']"
660,,,Abstain,"['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,Abstain,"['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,Abstain,"['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,['paolo_sorrentino'],['paolo_sorrentino']
740,,,"['french', 'italian']","['french', 'italian']"
760,,,Abstain,"['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,Abstain,"['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,Abstain,['1968']
820,,,Abstain,"['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,['dylan_thomas'],['dylan_thomas']
860,,,"['2002', '1992', '2010', '1989', '1999', '1994']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1980', '1977', '1978', '1970']","['1977', '1970', '1980', '1978']"
900,,,"['horror', 'animation', 'fantasy', 'western', 'thriller', 'mystery', 'comedy']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['j._lee_thompson', 'john_guillermin', 'george_marshall']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,"['1999', '2002']","['2002', '1999']"
960,,,['jacques_tati'],"['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['action', 'music', 'drama', 'comedy']","['action', 'drama', 'comedy', 'music']"
1000,,,Abstain,"['2001', '1988', '2004', '1994']"
1020,,,['french'],['french']
1040,,,"['ernest_borgnine', 'charles_bronson', 'burt_lancaster', 'jim_brown', 'cesar_romero', 'burt_reynolds', 'denise_darcel', 'lee_marvin', 'gary_cooper']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,Abstain,['persian']
1080,,,"['horror', 'crime', 'action', 'thriller', 'music', 'drama', 'comedy']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,Abstain,"['action', 'comedy', 'thriller', 'crime']"
1120,,,Abstain,['dominik_moll']
1140,,,"['1996', '2001', '2007']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,Abstain,"['jim_varney', 'iron_eyes_cody']"
1180,,,"['thomas_job', 'wilkie_collins', 'margaret_kennedy', 'martin_vale', 'charles_hoffman', 'marjorie_carleton', 'edith_kneipple_roberts']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,"['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']","['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['war', 'drama']","['drama', 'war']"
1240,,,"['1997', '2005', '2007', '2001', '2002', '2010', '2000', '2012', '2009', '2004', '1999', '2013']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,Abstain,['japanese']
1280,,,"['2001', '2010', '2008', '1996', '1947']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,"['1963', '1944', '1941']","['1941', '1944', '1963']"
1340,,,"['george_s._kaufman', 'booth_tarkington', 'jack_mcgowan', 'sid_silvers', 'rosalind_keating_shaffer', 'roland_kibbee', 'john_huston', 'john_d._klorer', 'brown_holmes', 'edgar_allan_poe', 'dashiell_hammett', 'maude_fulton', 'devery_freeman', 'harry_w._conn', 'moss_hart']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,"['leo_genn', 'richard_basehart', 'david_paymer', 'peter_ustinov', 'catherine_deneuve', 'gregory_peck', 'crispin_glover', 'yekaterina_golubeva', 'guillaume_depardieu', 'robert_ryan']","['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,Abstain,['2011']
1400,,,"['1995', '1990', '2005', '2011', '2007', '2001', '1974', '1975', '2003', '2002', '1973', '2013']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,Abstain,"['mark_a._altman', 'robert_meyer_burnett']"
1440,,,"['harold_prince', 'stanley_donen', 'steven_soderbergh', 'robert_marcarelli', 'martin_scorsese', 'david_greene', 'michael_anderson', 'marty_feldman', 'lech_majewski', 'jay_roach', 'don_taylor', 'clive_donner', 'robert_zemeckis', 'desmond_davis', 'richard_stanley', 'alan_j._pakula', 'john_frankenheimer']","['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['michael_haneke', 'elfriede_jelinek', 'rob_sitch', 'tom_gleisner', 'santo_cilauro']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1972', '1978']","['1978', '1960', '1972', '1979', '1961']"
1500,,,"['vincente_minnelli', 'mark_robson', 'andrew_marton', 'george_seaton', 'fritz_lang', 'george_marshall', 'robert_wise', 'clarence_brown', 'elia_kazan', 'george_cukor', 'henry_hathaway', 'john_gilling']","['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,Abstain,"['horror', 'comedy']"
1540,,,"['horror', 'crime', 'romance', 'action', 'thriller', 'drama', 'comedy']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['fantasy', 'adventure', 'war', 'action', 'music', 'drama']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,Abstain,"['lee_van_cleef', 'jack_palance']"
1600,,,"['ellen_burstyn', 'donald_sutherland', 'gena_rowlands', 'art_carney', 'susan_sarandon', 'cleavant_derricks', 'george_segal', 'alejandro_rey', 'richard_dreyfuss', 'robin_williams', 'little_richard', 'nick_nolte', 'kris_kristofferson', 'woody_allen', 'susan_anspach', 'marsha_mason', 'jill_clayburgh', 'john_cassavetes', 'bette_midler', 'meg_mazursky']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['drama', 'mystery', 'comedy', 'crime']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['drama', 'crime']","['drama', 'crime']"
1660,,,"['richard_price', 'jay_cocks', 'gerald_kersh', 'irwin_winkler']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['horror', 'adventure', 'war', 'action', 'thriller', 'drama', 'mystery', 'comedy']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['tye_sheridan', 'ronnie_gene_blevins', 'nicolas_cage', 'susan_sarandon']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1932', '1946', '2014', '1931', '1950', '1929', '1933']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,"['michael_rennie', 'richard_johnson', 'walter_slezak', 'theodore_bikel', 'simon_oakland', 'anthony_hopkins', 'susan_hayward', 'jacques_sernas', 'steve_mcqueen', 'richard_beymer', 'candice_bergen', 'claire_bloom', 'richard_basehart', 'cedric_hardwicke', 'james_olson', 'claire_trevor', 'owen_wilson', 'peter_falk', 'robert_preston', 'paul_douglas', 'james_cagney', 'nick_offerman', 'stanley_baker', 'boris_karloff', 'richard_burton', 'barbara_bel_geddes', 'christopher_plummer', 'valentina_cortese', 'anthony_franciosa', 'julie_andrews', 'richard_attenborough', 'william_lundigan', 'bela_lugosi', 'susan_swift', 'shirley_maclaine', 'george_c._scott', 'lili_taylor', 'jess_weixler', 'natalie_wood', 'robert_mitchum', 'marsha_mason', 'keanu_reeves', 'ruby_dee', 'arthur_hill', 'nastassja_kinski', 'keith_poulson', 'richard_crenna', 'rossana_podestà', 'david_wayne', 'liam_neeson', 'julie_harris', 'lawrence_tierney', 'russ_tamblyn', 'andrew_mccarthy', 'patricia_neal', 'kate_reid', 'jean_simmons', 'hugh_marlowe']","['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,"['christopher_walken', 'jeroen_krabbé', 'elisabeth_shue', 'ray_stevenson', 'dolph_lundgren', ""vincent_d'onofrio"", 'val_kilmer', 'kim_miyori']","['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,Abstain,"['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,"['david_loughery', 'patrick_sheane_duncan', 'domonic_muir', 'stephen_herek', 'don_keith_opper', 'george_macdonald_fraser', 'john_j._mclaughlin', 'scott_lobdell', 'john_hughes', 'dodie_smith']","['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,Abstain,['drama']
1840,,,"['dan_scanlon', 'jonathan_teplitzky', 'bryan_gordon', 'joe_dante', 'gillies_mackinnon', 'george_cukor', 'zack_snyder', 'david_caesar', 'jim_mcbride', 'ben_affleck', 'john_erman', 'pete_docter', 'david_silverman', 'martin_scorsese', 'luis_mandoki', 'frank_marshall', 'david_kendall', 'joel_coen', 'harold_becker', 'david_byrne', 'matt_aselton', 'philipp_stölzl', 'larry_charles', 'brian_levant', 'lee_unkrich', 'uli_edel', 'mike_nichols', 'ethan_coen', 'gregory_hoblit', 'milcho_manchevski', 'steven_spielberg']","['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,Abstain,['kazuaki_kiriya']
1880,,,"['1948', '1987', '2013', '1997', '1981', '2008', '1996', '1999', '2005', '1946', '1988', '2014', '1991', '1998', '1982', '2001', '1992', '2000', '1994']","['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,Abstain,"['german', 'french']"
1920,,,"['biography', 'adventure', 'crime', 'action', 'drama', 'comedy']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,Abstain,['comedy']
1960,,,"['1943', '1966', '1931', '1951', '1948', '1954', '1957', '1945', '1974', '1961', '1963', '1970', '1981', '1953', '1944', '1996', '1941', '1955', '1964', '1942', '1972', '1960', '1959', '1939', '1940']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,Abstain,"['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,"['ketti_frings', 'philip_yordan', 'nevil_shute', 'charles_w._goddard', 'paul_dickey', 'philip_van_doren_stern', 'richard_l._breen', 'max_brand', 'phoebe_ephron', 'p.j._wolfson', 'charles_lederer', 'thomas_t._flynn', 'mary_chase', 'burgess_meredith', 'laurence_stallings', 'sidney_buchman', 'waldo_salt', 'joseph_bologna', 'frank_capra', 'don_whitehead', 'borden_chase', 'donald_ogden_stewart', 'nunnally_johnson', 'james_lee_barrett', 'philip_barry', 'john_michael_hayes', 'robert_l._richards', 'charles_brackett', 'glendon_swarthout', 'frank_burt', 'billy_wilder', 'virginia_van_upp', 'octave_mirbeau', 'harold_jack_bloom', 'sam_rolfe', 'alec_coppel', 'miles_hood_swarthout', 'ernest_pagano', 'johnny_mercer', 'dashiell_hammett', 'lewis_r._foster', 'dorothy_m._johnson', 'scott_hale', 'joseph_dougherty', 'edward_streeter', 'miklós_lászló', 'samson_raphaelson', 'graham_yost', 'george_s._kaufman', 'renée_taylor', 'john_twist', 'c._gardner_sullivan', 'walter_deleon', 'arch_oboler', 'alan_le_may', 'thelma_strabel', 'james_warner_bellah', 'paul_osborn', 'cornell_woolrich', 'dana_burnet', 'lou_breslow', 'samuel_a._taylor', 'charles_bennett', 'andré_de_lorde', 'will_cook', 'willis_goldbeck', 'henry_ephron']","['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
