qid,placeholder,placeholder,pred,label
340,,,"['whitley_strieber', 'harold_gray', 'michael_crichton', 'shane_connaughton', 'michael_wadleigh', 'leslie_bricusse', 'josephine_humphreys', 'john_august', 'daniel_wallace', 'peter_mayle', 'frederic_raphael', 'malcolm_lowry', 'bo_goldman', 'guy_gallo', 'alan_sillitoe', 'thomas_meehan', 'terence_rattigan', 'will_gluck', 'charles_dickens', 'neville_smith', 'carol_sobieski', 'ronald_harwood']","['leslie_bricusse', 'neville_smith', 'will_gluck', 'whitley_strieber', 'michael_wadleigh', 'shane_connaughton', 'thomas_meehan', 'kelly_masterson', 'malcolm_lowry', 'guy_gallo', 'josephine_humphreys', 'ronald_harwood', 'terence_rattigan', 'carol_sobieski', 'john_august', 'harold_gray', 'peter_mayle', 'alan_sillitoe', 'michael_crichton', 'bo_goldman', 'charles_dickens', 'frederic_raphael', 'daniel_wallace']"
360,,,"['biography', 'music', 'crime', 'comedy', 'adventure', 'drama', 'mystery']","['mystery', 'crime', 'drama', 'music', 'adventure', 'comedy', 'biography']"
380,,,"['2004', '2010']","['2010', '2004']"
400,,,"['2011', '2004', '1973', '1984', '1992', '1977', '1999', '2009', '1989', '2000', '1953', '2002', '1991', '2007', '1996', '2006', '1982', '1997', '1987', '1983', '1986', '1985', '1971', '1994']","['1986', '1987', '1984', '1985', '1982', '1983', '1989', '2011', '1953', '1991', '1992', '1994', '1997', '1996', '1999', '1973', '1971', '2002', '1977', '2000', '2006', '2007', '2004', '2009']"
420,,,"['2004', '2003', '1955', '2013', '1994', '2009', '2008', '2000', '2007', '1998']","['1994', '1998', '1955', '2003', '2000', '2001', '2006', '2007', '2004', '2008', '2009', '2013']"
440,,,"['1983', '2006', '1981', '1920', '1972', '2009', '1995', '1936', '1992', '2001', '1999', '1979']","['1991', '1920', '1992', '1995', '1983', '1979', '1981', '1977', '1960', '1972', '2002', '1999', '2001', '2006', '2007', '2009', '1936']"
460,,,"['chris_klein', 'thomas_ian_nicholas', 'nicholas_hoult', 'alyson_hannigan', 'hugh_grant', 'jason_biggs']","['chris_klein', 'hugh_grant', 'nicholas_hoult', 'jason_biggs', 'alyson_hannigan', 'thomas_ian_nicholas']"
480,,,"['drama', 'crime', 'action']","['action', 'drama', 'crime']"
500,,,Abstain,"['don_mankiewicz', 'thomas_t._flynn', 'horace_mccoy', 'baynard_kendrick', 'philip_yordan', 'sinclair_lewis', 'david_dortort', 'robert_buckner', 'frank_burt', 'claude_stanush', 'richard_brooks', 'alf_sjöberg', 'pär_lagerkvist']"
520,,,"['emilio_fernández', 'david_s._ward', 'victor_fleming', 'john_ford', 'gary_sinise', 'lewis_milestone', 'elia_kazan']","['elia_kazan', 'david_s._ward', 'gary_sinise', 'victor_fleming', 'emilio_fernández', 'lewis_milestone', 'john_ford']"
540,,,"['western', 'comedy', 'action', 'documentary', 'horror']","['action', 'horror', 'comedy', 'documentary', 'western']"
560,,,"['christopher_reeve', 'david_morrissey', 'keke_palmer', 'william_h._macy', 'christian_slater', 'meg_ryan', 'michael_sheen', 'fred_macmurray', 'billy_crudup', 'joan_crawford', 'edward_kerr', 'ned_beatty', 'robert_loggia', 'kim_cattrall', 'colm_feore', 'selma_blair', 'don_rickles']","['william_h._macy', 'christopher_reeve', 'michael_sheen', 'joan_crawford', 'colm_feore', 'ned_beatty', 'robert_loggia', 'don_rickles', 'edward_kerr', 'meg_ryan', 'selma_blair', 'david_morrissey', 'keke_palmer', 'fred_macmurray', 'kim_cattrall', 'billy_crudup', 'christian_slater']"
580,,,"['2010', '1993']","['1993', '2010']"
600,,,"['crime', 'war', 'action', 'drama', 'history']","['drama', 'action', 'crime', 'war', 'history']"
620,,,['2002'],['2002']
640,,,"['biography', 'romance', 'comedy', 'drama', 'horror']","['drama', 'romance', 'horror', 'comedy', 'biography']"
660,,,"['neil_armfield', 'robert_altman', 'joseph_mcgrath', 'tony_richardson', 'christian_marquand', 'dennis_hopper']","['tony_richardson', 'robert_altman', 'neil_armfield', 'dennis_hopper', 'joseph_mcgrath', 'christian_marquand']"
680,,,Abstain,"['action', 'drama', 'comedy', 'thriller', 'crime']"
700,,,"['2011', '1976', '1982', '1986', '1965', '1971', '1974', '1994', '2010', '2013', '2002', '1992', '1967', '1948', '2005', '1988', '1999', '1979']","['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,,,['paolo_sorrentino'],['paolo_sorrentino']
740,,,"['italian', 'french']","['french', 'italian']"
760,,,"['shelly_gitlow', 'susan_seidelman', 'david_cramer']","['susan_seidelman', 'barbara_wilson', 'barry_strugatz', 'fay_weldon', 'david_cramer', 'shelly_gitlow', 'mark_r._burns']"
780,,,Abstain,"['wes_craven', 'arie_posin', 'steven_spielberg', 'jon_turteltaub', 'mike_figgis', 'wim_wenders', 'john_dahl', 'curtiss_clayton', 'david_lynch', 'carl_reiner', 'jonathan_kaplan', 'steve_miner', 'don_bluth', 'edward_zwick', 'donald_petrie', 'david_gordon_green', 'kevin_macdonald', 'doug_liman', 'gary_goldman', 'stephen_daldry', 'roland_emmerich', 'jake_kasdan', 'mel_brooks', 'harold_becker', 'jon_amiel']"
800,,,['1968'],['1968']
820,,,"['war', 'comedy', 'adventure', 'thriller', 'drama', 'horror', 'mystery']","['mystery', 'horror', 'drama', 'adventure', 'comedy', 'war', 'thriller']"
840,,,['dylan_thomas'],['dylan_thomas']
860,,,"['2006', '1997', '2013', '2010', '1994', '1993', '1989', '2002', '1992', '2014', '1978', '1999']","['1993', '1992', '1994', '1997', '1978', '1999', '1989', '2002', '2006', '2010', '2014', '1958', '2013']"
880,,,"['1980', '1978', '1970', '1977']","['1977', '1970', '1980', '1978']"
900,,,"['western', 'comedy', 'musical', 'fantasy', 'thriller', 'horror', 'animation', 'mystery']","['mystery', 'horror', 'fantasy', 'animation', 'western', 'comedy', 'musical', 'thriller']"
920,,,"['j._lee_thompson', 'john_guillermin', 'george_marshall']","['john_guillermin', 'george_marshall', 'j._lee_thompson']"
940,,,"['2002', '1999']","['2002', '1999']"
960,,,['jacques_tati'],"['neil_burger', 'sylvain_chomet', 'jacques_tati']"
980,,,"['action', 'music', 'drama', 'comedy']","['action', 'drama', 'comedy', 'music']"
1000,,,"['2004', '1994', '1988', '2001']","['2001', '1988', '2004', '1994']"
1020,,,['french'],['french']
1040,,,"['burt_reynolds', 'denise_darcel', 'peter_falk', 'dorothy_malone', 'jack_palance', 'harrison_ford', 'paul_winfield', 'ursula_andress', 'ida_lupino', 'cesar_romero', 'joseph_cotten', 'martine_carol', 'james_stewart', 'ralph_meeker', 'catherine_deneuve', 'dean_martin', 'burt_lancaster', 'joan_crawford', 'jeff_chandler', 'hardy_krüger', 'kirk_douglas', 'gene_wilder', 'wendell_corey', 'cliff_robertson', 'charles_bronson', 'ben_johnson', 'lee_marvin', 'bette_davis', 'jean_hagen', 'frank_sinatra', 'robert_strauss', 'gary_cooper', 'laurene_landon', 'kim_novak', 'vicki_frederick', 'anita_ekberg', 'eddie_albert', 'ernest_borgnine', 'jim_brown', 'rock_hudson', 'richard_attenborough']","['cesar_romero', 'jeff_chandler', 'richard_jaeckel', 'joan_crawford', 'frank_sinatra', 'ida_lupino', 'gary_cooper', 'burt_lancaster', 'dean_martin', 'ben_johnson', 'jim_brown', 'bruce_davison', 'catherine_deneuve', 'peter_falk', 'dorothy_malone', 'burt_reynolds', 'kirk_douglas', 'kim_novak', 'hardy_krüger', 'bette_davis', 'anita_ekberg', 'ernest_borgnine', 'gene_wilder', 'joseph_cotten', 'lee_marvin', 'cliff_robertson', 'eddie_albert', 'martine_carol', 'rock_hudson', 'jean_hagen', 'charles_bronson', 'robert_strauss', 'paul_winfield', 'peter_finch', 'ralph_meeker', 'vicki_frederick', 'harrison_ford', 'ursula_andress', 'wendell_corey', 'denise_darcel', 'james_stewart', 'jack_palance', 'laurene_landon', 'richard_attenborough']"
1060,,,['persian'],['persian']
1080,,,"['music', 'crime', 'comedy', 'action', 'thriller', 'drama', 'horror']","['horror', 'crime', 'drama', 'music', 'action', 'comedy', 'thriller']"
1100,,,"['action', 'thriller', 'crime', 'comedy']","['action', 'comedy', 'thriller', 'crime']"
1120,,,['dominik_moll'],['dominik_moll']
1140,,,"['1983', '2003', '1995', '1980', '2007', '2001', '1996', '2005']","['1995', '1983', '1980', '1996', '2003', '2001', '2007', '2005']"
1160,,,"['jim_varney', 'iron_eyes_cody']","['jim_varney', 'iron_eyes_cody']"
1180,,,"['margaret_kennedy', 'thomas_job', 'martin_vale', 'wilkie_collins', 'charles_hoffman', 'edith_kneipple_roberts', 'marjorie_carleton']","['edith_kneipple_roberts', 'thomas_job', 'charles_hoffman', 'martin_vale', 'wilkie_collins', 'margaret_kennedy', 'marjorie_carleton']"
1200,,,Abstain,"['tilda_swinton', 'jane_fonda', 'jason_robards', 'vanessa_redgrave']"
1220,,,"['drama', 'war']","['drama', 'war']"
1240,,,"['2004', '2006', '1997', '2013', '2010', '2009', '2000', '2002', '2007', '2001', '2012', '2005', '1999']","['1997', '1999', '2002', '2000', '2001', '2006', '2007', '2004', '2005', '2009', '2010', '2013', '2012']"
1260,,,['japanese'],['japanese']
1280,,,"['1947', '1941', '1931', '1951', '1999', '1933', '2001', '1948', '1996', '1981', '2010', '1952', '2008', '1936', '1932', '1922', '1946', '1985', '1994', '1937', '1938']","['1922', '1948', '1985', '1981', '1941', '1946', '1947', '2010', '1933', '1932', '1931', '1951', '1936', '1954', '1952', '1938', '1994', '1996', '1999', '2001', '1937', '2008']"
1300,,,Abstain,"['danish', 'korean']"
1320,,,"['1944', '1941', '1963']","['1941', '1944', '1963']"
1340,,,"['roland_kibbee', 'brown_holmes', 'john_d._klorer', 'sid_silvers', 'dashiell_hammett', 'edgar_allan_poe', 'george_s._kaufman', 'jack_mcgowan', 'moss_hart', 'booth_tarkington', 'rosalind_keating_shaffer', 'harry_w._conn', 'maude_fulton', 'devery_freeman', 'john_huston']","['john_huston', 'harry_w._conn', 'edgar_allan_poe', 'dashiell_hammett', 'george_s._kaufman', 'brown_holmes', 'roland_kibbee', 'moss_hart', 'devery_freeman', 'rosalind_keating_shaffer', 'jack_mcgowan', 'john_d._klorer', 'maude_fulton', 'booth_tarkington', 'sid_silvers']"
1360,,,Abstain,"['gregory_peck', 'leo_genn', 'richard_basehart', 'david_paymer', 'crispin_glover', 'catherine_deneuve', 'guillaume_depardieu', 'yekaterina_golubeva', 'peter_ustinov', 'robert_ryan']"
1380,,,['2011'],['2011']
1400,,,"['2011', '2003', '1990', '1973', '2013', '1974', '1975', '1993', '1995', '2000', '2002', '2007', '2001', '1996', '2005', '1999']","['1990', '1993', '1995', '1996', '1999', '1975', '1974', '1973', '2002', '2003', '2000', '2001', '2007', '2005', '2011', '2013']"
1420,,,Abstain,"['mark_a._altman', 'robert_meyer_burnett']"
1440,,,Abstain,"['desmond_davis', 'michael_anderson', 'marty_feldman', 'robert_altman', 'robert_zemeckis', 'harold_prince', 'alan_j._pakula', 'stanley_donen', 'robert_marcarelli', 'richard_stanley', 'jay_roach', 'david_greene', 'clive_donner', 'don_taylor', 'lech_majewski', 'john_frankenheimer', 'steven_soderbergh', 'martin_scorsese']"
1460,,,"['tom_gleisner', 'elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'rob_sitch']","['elfriede_jelinek', 'michael_haneke', 'santo_cilauro', 'tom_gleisner', 'rob_sitch']"
1480,,,"['1972', '1960', '1978', '1961', '1979']","['1978', '1960', '1972', '1979', '1961']"
1500,,,Abstain,"['elia_kazan', 'fritz_lang', 'henry_hathaway', 'luis_mandoki', 'george_seaton', 'vincente_minnelli', 'mark_robson', 'john_gilling', 'george_cukor', 'andrew_marton', 'clarence_brown', 'george_marshall', 'robert_wise']"
1520,,,"['horror', 'comedy']","['horror', 'comedy']"
1540,,,"['crime', 'comedy', 'romance', 'action', 'thriller', 'drama', 'horror', 'mystery']","['mystery', 'drama', 'horror', 'crime', 'romance', 'action', 'comedy', 'thriller']"
1560,,,"['music', 'war', 'comedy', 'adventure', 'action', 'fantasy', 'drama']","['drama', 'fantasy', 'music', 'adventure', 'action', 'comedy', 'war']"
1580,,,"['lee_van_cleef', 'jack_palance']","['lee_van_cleef', 'jack_palance']"
1600,,,"['alejandro_rey', 'ellen_burstyn', 'susan_anspach', 'woody_allen', 'gena_rowlands', 'marsha_mason', 'meg_mazursky', 'susan_sarandon', 'little_richard', 'jill_clayburgh', 'richard_dreyfuss', 'donald_sutherland', 'bette_midler', 'art_carney', 'george_segal', 'cleavant_derricks', 'kris_kristofferson', 'robin_williams', 'john_cassavetes', 'nick_nolte']","['robin_williams', 'marsha_mason', 'donald_sutherland', 'alejandro_rey', 'susan_sarandon', 'meg_mazursky', 'art_carney', 'john_cassavetes', 'george_segal', 'ellen_burstyn', 'jill_clayburgh', 'woody_allen', 'nick_nolte', 'richard_dreyfuss', 'bette_midler', 'little_richard', 'gena_rowlands', 'cleavant_derricks', 'kris_kristofferson', 'susan_anspach']"
1620,,,"['crime', 'comedy', 'thriller', 'drama', 'mystery']","['drama', 'mystery', 'comedy', 'thriller', 'crime']"
1640,,,"['crime', 'drama']","['drama', 'crime']"
1660,,,"['irwin_winkler', 'richard_price', 'jay_cocks', 'gerald_kersh']","['irwin_winkler', 'gerald_kersh', 'jay_cocks', 'richard_price']"
1680,,,"['war', 'comedy', 'adventure', 'action', 'thriller', 'drama', 'horror', 'mystery']","['mystery', 'horror', 'drama', 'adventure', 'action', 'comedy', 'war', 'thriller']"
1700,,,"['nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon', 'tye_sheridan']","['tye_sheridan', 'nicolas_cage', 'ronnie_gene_blevins', 'susan_sarandon']"
1720,,,"['1950', '1946', '1929', '1932', '1933', '1931']","['1946', '1933', '1932', '1931', '1937', '1950', '2014', '1929']"
1740,,,"['julie_harris', 'theodore_bikel', 'peter_falk', 'bela_lugosi', 'shirley_maclaine', 'keith_poulson', 'nastassja_kinski', 'patricia_neal', 'william_holden', 'lawrence_tierney', 'arthur_hill', 'david_wayne', 'marsha_mason', 'susan_swift', 'natalie_wood', 'kate_reid', 'james_olson', 'lili_taylor', 'andrew_mccarthy', 'richard_crenna', 'richard_attenborough', 'richard_burton', 'julie_andrews', 'barbara_bel_geddes', 'candice_bergen', 'cedric_hardwicke', 'rossana_podestà', 'susan_hayward', 'hugh_marlowe', 'stanley_baker', 'robert_ryan', 'simon_oakland', 'liam_neeson', 'christopher_plummer', 'rita_moreno', 'robert_preston', 'audrey_totter', 'george_c._scott', 'russ_tamblyn', 'claire_bloom', 'jacques_sernas', 'jess_weixler', 'james_cagney', 'steve_mcqueen', 'keanu_reeves', 'walter_slezak', 'michael_rennie', 'richard_johnson', 'barbara_stanwyck', 'owen_wilson', 'boris_karloff', 'ruby_dee', 'fredric_march', 'anthony_hopkins', 'claire_trevor', 'nick_offerman', 'richard_beymer', 'robert_mitchum']","['david_wayne', 'christopher_plummer', 'lili_taylor', 'barbara_bel_geddes', 'boris_karloff', 'owen_wilson', 'richard_basehart', 'julie_harris', 'walter_slezak', 'peter_falk', 'liam_neeson', 'simon_oakland', 'marsha_mason', 'jean_simmons', 'james_cagney', 'claire_bloom', 'rossana_podestà', 'stanley_baker', 'rita_moreno', 'theodore_bikel', 'steve_mcqueen', 'michael_rennie', 'natalie_wood', 'richard_beymer', 'susan_swift', 'valentina_cortese', 'barbara_stanwyck', 'nick_offerman', 'cedric_hardwicke', 'kate_reid', 'arthur_hill', 'george_c._scott', 'anthony_hopkins', 'richard_johnson', 'keanu_reeves', 'audrey_totter', 'candice_bergen', 'jacques_sernas', 'paul_douglas', 'patricia_neal', 'lawrence_tierney', 'james_olson', 'bela_lugosi', 'andrew_mccarthy', 'shirley_maclaine', 'claire_trevor', 'robert_mitchum', 'keith_poulson', 'richard_burton', 'nastassja_kinski', 'fredric_march', 'julie_andrews', 'robert_preston', 'william_holden', 'william_lundigan', 'jess_weixler', 'russ_tamblyn', 'anthony_franciosa', 'hugh_marlowe', 'richard_crenna', 'richard_attenborough', 'robert_ryan', 'ruby_dee', 'susan_hayward']"
1760,,,Abstain,"['dolph_lundgren', 'kim_miyori', 'ray_stevenson', 'christopher_walken', 'elisabeth_shue', 'val_kilmer', ""vincent_d'onofrio"", 'jeroen_krabbé']"
1780,,,"['emma_mclaughlin', 'harvey_pekar', 'robert_pulcini', 'shari_springer_berman', 'jonathan_ames', 'nicola_kraus', 'eleanor_henderson', 'joyce_brabner']","['joyce_brabner', 'emma_mclaughlin', 'jonathan_ames', 'robert_pulcini', 'nicola_kraus', 'shari_springer_berman', 'eleanor_henderson', 'harvey_pekar']"
1800,,,"['domonic_muir', 'scott_lobdell', 'john_j._mclaughlin', 'david_loughery', 'john_hughes', 'george_macdonald_fraser', 'dodie_smith', 'don_keith_opper']","['patrick_sheane_duncan', 'don_keith_opper', 'stephen_herek', 'dodie_smith', 'domonic_muir', 'george_macdonald_fraser', 'john_j._mclaughlin', 'john_hughes', 'david_loughery', 'scott_lobdell']"
1820,,,['drama'],['drama']
1840,,,"['joel_coen', 'zack_snyder', 'matt_aselton', 'ben_affleck', 'glenn_jordan', 'gregory_hoblit', 'harold_becker', 'david_silverman', 'pete_docter', 'sylvie_verheyde', 'milcho_manchevski', 'jonathan_teplitzky', 'larry_charles', 'elia_kazan', 'mike_nichols', 'martin_scorsese', 'david_caesar', 'john_erman', 'david_kendall', 'dan_scanlon', 'george_cukor', 'bryan_gordon', 'lee_unkrich', 'uli_edel', 'steven_spielberg', 'joe_dante', 'david_byrne', 'luis_mandoki', 'frank_marshall', 'jim_mcbride', 'gillies_mackinnon', 'philipp_stölzl', 'ethan_coen']","['joel_coen', 'elia_kazan', 'ben_affleck', 'david_kendall', 'steven_spielberg', 'brian_levant', 'george_cukor', 'philipp_stölzl', 'mike_nichols', 'sylvie_verheyde', 'milcho_manchevski', 'frank_marshall', 'ethan_coen', 'lee_unkrich', 'matt_aselton', 'jonathan_teplitzky', 'zack_snyder', 'john_erman', 'joe_dante', 'luis_mandoki', 'dan_scanlon', 'david_caesar', 'taylor_hackford', 'gillies_mackinnon', 'gregory_hoblit', 'uli_edel', 'pete_docter', 'larry_charles', 'david_silverman', 'martin_scorsese', 'david_byrne', 'bryan_gordon', 'glenn_jordan', 'harold_becker', 'jim_mcbride']"
1860,,,['kazuaki_kiriya'],['kazuaki_kiriya']
1880,,,"['1992', '1999', '2000', '2014', '1991', '2001', '1948', '1996', '1998', '2005', '1988', '1982', '1981', '1997', '2013', '1987', '2008', '1946', '1994']","['1991', '1987', '1948', '1992', '1982', '1994', '1997', '1996', '1999', '1998', '1981', '1946', '1988', '2000', '2001', '2005', '2014', '2008', '2013']"
1900,,,"['french', 'german']","['german', 'french']"
1920,,,"['biography', 'crime', 'comedy', 'romance', 'adventure', 'action', 'drama']","['romance', 'crime', 'drama', 'adventure', 'action', 'comedy', 'biography']"
1940,,,['comedy'],['comedy']
1960,,,"['1944', '1941', '1951', '1961', '1970', '1963', '1957', '1972', '1953', '1940', '1945', '1948', '1996', '1998', '1981', '1974', '1955', '1960', '1954', '1995', '1959', '1964', '1943', '1942']","['1972', '1945', '1948', '1981', '1964', '1943', '1966', '1941', '1960', '1961', '1944', '1963', '1955', '1954', '1957', '1951', '1953', '1939', '1959', '1995', '1996', '1998', '1974', '1931', '1970', '1942', '1940']"
1980,,,"['mateo_gil', 'alejandro_amenábar', 'amy_heckerling', 'cameron_crowe', 'art_linson']","['cameron_crowe', 'amy_heckerling', 'art_linson', 'alejandro_amenábar', 'mateo_gil']"
2000,,,Abstain,"['john_twist', 'davis_grubb', 'wendell_mayes', 'walter_deleon', 'nunnally_johnson', 'dashiell_hammett', 'charles_bennett', 'andré_de_lorde', 'frank_burt', 'charles_lederer', 'will_cook', 'dorothy_m._johnson', 'borden_chase', 'paul_osborn', 'alan_le_may', 'ernest_pagano', 'thelma_strabel', 'rosamond_marshall', 'harold_jack_bloom', 'thomas_t._flynn', 'oliver_parker', 'max_brand', 'philip_van_doren_stern', 'alec_coppel', 'joseph_bologna', 'ketti_frings', 'lewis_r._foster', 'moss_hart', 'charles_brackett', 'paul_dickey', 'oscar_wilde', 'laurence_stallings', 'octave_mirbeau', 'p.j._wolfson', 'willis_goldbeck', 'sam_rolfe', 'don_whitehead', 'samson_raphaelson', 'philip_yordan', 'cornell_woolrich', 'nevil_shute', 'graham_yost', 'richard_l._breen', 'waldo_salt', 'george_s._kaufman', 'miles_hood_swarthout', 'james_lee_barrett', 'robert_l._richards', 'virginia_van_upp', 'c._gardner_sullivan', 'lou_breslow', 'philip_barry', 'dana_burnet', 'john_michael_hayes', 'frank_capra', 'scott_hale', 'miklós_lászló', 'renée_taylor', 'billy_wilder', 'james_warner_bellah', 'john_willard', 'henry_ephron', 'phoebe_ephron', 'burgess_meredith', 'arch_oboler', 'karl_tunberg', 'samuel_a._taylor', 'edward_streeter', 'john_d._voelker', 'donald_ogden_stewart', 'mary_chase', 'johnny_mercer', 'joseph_dougherty', 'charles_w._goddard', 'sidney_buchman', 'glendon_swarthout']"
