qid,pred,label
WebQTest-1050,Abstain,['Meg Griffin']
WebQTest-1077,['Russian Language'],"['Osetin Language', 'Chechen Language', 'Tatar Language', 'Azerbaijani language', 'Abaza Language', 'Mari language', 'Bashkir Language', 'Avar Language', 'Aghul language', 'Tsakhur Language', 'Tuvin Language', 'Moksha Language', 'Erzya Language', 'Kalmyk-Oirat Language', 'Kabardian Language', 'Adyghe Language', 'Rutul language', 'Lezgi Language', 'Ingush Language', 'Altai language', 'Crimean Turkish Language', 'Nogai Language', 'Dargwa Language', 'Komi language', 'Udmurt Language', 'Kumyk Language', 'Karachay-Balkar Language', 'Buryat language', 'Yakut Language', 'Russian Language', 'Tabassaran Language', 'Yiddish Language', 'Lak Language', 'Khakas Language', 'Ukrainian Language']"
WebQTest-1099,Abstain,['Brazil national football team']
WebQTest-1121,Abstain,"['United we stand, divided we fall']"
WebQTest-1149,['2009-04-23'],[None]
WebQTest-1177,['Chula Vista High School'],['Chula Vista High School']
WebQTest-1204,['Four Corners'],['Four Corners']
WebQTest-1230,"['TranzAlpine', 'Lyttelton Timeball Station', 'Cathedral Square, Christchurch', 'Christchurch Arts Centre', 'Christchurch Botanic Gardens', 'Air Force Museum of New Zealand', 'Willowbank Wildlife Reserve, Christchurch', 'Ferrymead Heritage Park', 'Canterbury Museum, Christchurch', 'International Antarctic Centre']","['International Antarctic Centre', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'Canterbury Museum, Christchurch', 'TranzAlpine', 'Lyttelton Timeball Station']"
WebQTest-1252,Abstain,['Miranda Otto']
WebQTest-1275,['Actor'],['Actor']
WebQTest-1300,['Fulham'],['Fulham']
WebQTest-1323,"['Atlanta Symphony Orchestra', 'Georgia Aquarium', 'Atlanta History Center', 'Variety Playhouse', 'Fernbank Science Center', 'Georgia World Congress Center', 'Atlanta Cyclorama & Civil War Museum', 'Martin Luther King, Jr. National Historic Site', 'Masquerade', 'Center for Puppetry Arts', 'Six Flags Over Georgia', 'Turner Field', 'Jimmy Carter Library and Museum', 'Georgia State Capitol', 'Fernbank Museum of Natural History', 'Centennial Olympic Park', 'Peachtree Road Race', 'Cobb Energy Performing Arts Centre', 'Woodruff Arts Center', 'Hyatt Regency Atlanta', 'Atlanta Marriott Marquis', 'World of Coca-Cola', 'The Tabernacle', 'Arbor Place Mall', 'Zoo Atlanta', 'Margaret Mitchell House & Museum', 'Omni Coliseum', 'CNN Center', 'Underground Atlanta', 'Four Seasons Hotel Atlanta', 'Atlanta Jewish Film Festival', 'Philips Arena', 'Atlanta Ballet', 'Fox Theatre', 'Six Flags White Water', 'Georgia Dome']","['Atlanta Symphony Orchestra', 'Turner Field', 'Cobb Energy Performing Arts Centre', 'Four Seasons Hotel Atlanta', 'Underground Atlanta', 'Atlanta Marriott Marquis', 'Georgia World Congress Center', 'The Tabernacle', 'Peachtree Road Race', 'Georgia Aquarium', 'Georgia Dome', 'Philips Arena', 'Omni Coliseum', 'Hyatt Regency Atlanta', 'Centennial Olympic Park', 'Zoo Atlanta', 'Six Flags Over Georgia', 'Six Flags White Water', 'Atlanta Cyclorama & Civil War Museum', 'Georgia State Capitol', 'World of Coca-Cola', 'CNN Center', 'Fernbank Science Center', 'Fernbank Museum of Natural History', 'Fox Theatre', 'Woodruff Arts Center', 'Margaret Mitchell House & Museum', 'Martin Luther King, Jr. National Historic Site', 'Atlanta History Center', 'Variety Playhouse', 'Jimmy Carter Library and Museum', 'Masquerade', 'Arbor Place Mall', 'Atlanta Ballet', 'Center for Puppetry Arts', 'Atlanta Jewish Film Festival']"
WebQTest-1344,Abstain,['Missouri']
WebQTest-1370,['Paris'],['Paris']
WebQTest-1396,"['James Earl Jones', 'David Prowse']","['Sebastian Shaw', 'David Prowse', 'James Earl Jones']"
WebQTest-1426,['Utrecht'],['Utrecht']
WebQTest-1455,['Brasília'],['Brasília']
WebQTest-1479,Abstain,['Golfer']
WebQTest-1503,['New York City'],['New York City']
WebQTest-1531,Abstain,['Africa']
WebQTest-1555,Abstain,[None]
WebQTest-1575,"['Google Classroom', 'Nexus S', 'Google Glass', 'Nexus 10', 'Google Docs, Sheets, and Slides', 'Google Earth', 'Apache Wave', 'Google Maps', 'Nexus Q', 'Google Drive', 'Nexus One', 'Chromecast', 'Nexus 7']","['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']"
WebQTest-1603,"['Daozang', 'Tao Te Ching', 'I Ching', 'Zhuang Zhou']","['Zhuang Zhou', 'Tao Te Ching', 'I Ching', 'Daozang']"
WebQTest-1625,"['Anemometer', 'Parachute', 'Triple Barrel Canon', 'Viola organista', 'Aerial Screw', '33-Barreled Organ', 'Double hull', 'Diving suit', 'Armored car', 'Ornithopter']","['Anemometer', 'Diving suit', 'Ornithopter', 'Viola organista', 'Double hull', 'Parachute', 'Triple Barrel Canon', '33-Barreled Organ', 'Aerial Screw', 'Armored car']"
WebQTest-1649,Abstain,[None]
WebQTest-1671,['Köping'],['Köping']
WebQTest-1695,Abstain,[None]
WebQTest-1721,"['Spanish Language', 'Aymara language']","['Aymara language', 'Omagua dialect', 'Spanish Language', 'Ayacucho Quechua', 'Puquina Language', 'Waorani Language']"
WebQTest-1742,"['Constitutional monarchy', 'Unitary state', 'Parliamentary system']","['Parliamentary system', 'Unitary state', 'Constitutional monarchy']"
WebQTest-1767,"['Martin Luther King, Jr. National Historic Site']","['Martin Luther King, Jr. National Historic Site']"
WebQTest-1791,['1440'],[None]
WebQTest-1812,['Barbados'],['Saint Michael Parish']
WebQTest-1839,['Central Time Zone'],['Central Time Zone']
WebQTest-1866,['New York'],['New York']
WebQTest-1889,['Al Gore'],['Al Gore']
WebQTest-1912,"['heart attack', 'Pancreatic cancer']","['Pancreatic cancer', 'heart attack']"
WebQTest-1937,['Explorer'],"['Sailor', 'Explorer']"
WebQTest-1963,['Right guard'],['Right guard']
WebQTest-1990,Abstain,['Nathan Lane']
WebQTest-2011,['Bob Marley Mausoleum'],['Bob Marley Mausoleum']
